Term	Description	p.Val	FDR	Phenotype	Gene_Hits	Gene_Total	Gene_Ratio	NES	Ionization
TCA CYCLE	TCA CYCLE	0.5614	0.7587	-1	5	31	0.161290322580645	-0.9407	positive
PARATHIO DEGRADATION	PARATHIO DEGRADATION	0.5695	0.7593	-1	3	6	0.5	-0.95	positive
VITAMIN H (BIOTIN) METABOLISM	VITAMIN H (BIOTIN) METABOLISM	0.5811	0.7646	-1	3	5	0.6	-0.9331	positive
VITAMIN B6 (PYRIDOXINE) METABOLISM	VITAMIN B6 (PYRIDOXINE) METABOLISM	0.6351	0.8249	-1	3	11	0.272727272727273	-0.879	positive
PHYTANIC ACID PEROXISOMAL OXIDATION	PHYTANIC ACID PEROXISOMAL OXIDATION	0.6503	0.8337	+1	5	34	0.147058823529412	0.8582	positive
DYNORPHIN METABOLISM	DYNORPHIN METABOLISM	0.7124	0.8904	-1	3	8	0.375	-0.8133	positive
POLYUNSATURATED FATTY ACID BIOSYNTHESIS	POLYUNSATURATED FATTY ACID BIOSYNTHESIS	0.7041	0.8904	-1	2	21	0.0952380952380952	-0.8418	positive
SQUALENE AND CHOLESTEROL BIOSYNTHESIS	SQUALENE AND CHOLESTEROL BIOSYNTHESIS	0.7322	0.904	+1	7	55	0.127272727272727	0.8057	positive
BIOPTERIN METABOLISM	BIOPTERIN METABOLISM	0.7714	0.9075	-1	13	22	0.590909090909091	-0.7702	positive
LIPOATE METABOLISM	LIPOATE METABOLISM	0.7657	0.9075	+1	2	8	0.25	0.8149	positive
FATTY ACID OXIDATION, PEROXISOME	FATTY ACID OXIDATION, PEROXISOME	0.7554	0.9075	-1	2	28	0.0714285714285714	-0.7891	positive
GLUTAMATE METABOLISM	GLUTAMATE METABOLISM	0.7594	0.9075	+1	8	15	0.533333333333333	0.7797	positive
GLUTATHIONE METABOLISM	GLUTATHIONE METABOLISM	0.7929	0.922	+1	8	19	0.421052631578947	0.7604	positive
DI-UNSATURATED FATTY ACID BETA-OXIDATION	DI-UNSATURATED FATTY ACID BETA-OXIDATION	0.8538	0.9247	-1	1	26	0.0384615384615385	-0.7584	positive
HISTIDINE METABOLISM	HISTIDINE METABOLISM	0.8288	0.9247	+1	9	33	0.272727272727273	0.7113	positive
ELECTRON TRANSPORT CHAIN	ELECTRON TRANSPORT CHAIN	0.8143	0.9247	+1	1	7	0.142857142857143	0.7866	positive
DE NOVO FATTY ACID BIOSYNTHESIS	DE NOVO FATTY ACID BIOSYNTHESIS	0.8553	0.9247	-1	14	106	0.132075471698113	-0.7049	positive
VALINE, LEUCINE AND ISOLEUCINE DEGRADATION	VALINE, LEUCINE AND ISOLEUCINE DEGRADATION	0.861	0.9247	+1	18	65	0.276923076923077	0.7363	positive
ALANINE AND ASPARTATE METABOLISM	ALANINE AND ASPARTATE METABOLISM	0.8547	0.9247	-1	9	30	0.3	-0.6724	positive
LEUKOTRIENE METABOLISM	LEUKOTRIENE METABOLISM	0.8877	0.9247	-1	43	92	0.467391304347826	-0.7399	positive
CARBON FIXATION	CARBON FIXATION	0.885	0.9247	-1	1	10	0.1	-0.7397	positive
NUCLEOTIDE SUGAR METABOLISM	NUCLEOTIDE SUGAR METABOLISM	0.885	0.9247	-1	1	7	0.142857142857143	-0.7397	positive
BETA-ALANINE METABOLISM	BETA-ALANINE METABOLISM	0.8556	0.9247	+1	7	20	0.35	0.6749	positive
FRUCTOSE AND MANNOSE METABOLISM	FRUCTOSE AND MANNOSE METABOLISM	0.9084	0.9365	-1	7	33	0.212121212121212	-0.6266	positive
DRUG METABOLISM - CYTOCHROME P450	DRUG METABOLISM - CYTOCHROME P450	0.9286	0.9475	-1	34	53	0.641509433962264	-0.7013	positive
LYSINE METABOLISM	LYSINE METABOLISM	0.9474	0.9569	-1	16	52	0.307692307692308	-0.6114	positive
OMEGA-6 FATTY ACID METABOLISM	OMEGA-6 FATTY ACID METABOLISM	0.9653	0.9653	+1	1	55	0.0181818181818182	0.69	positive
