Gene	feature_identifier	Protein	Glucose	Glucose1	Glucose2	Glucose3	Glucose4	NoGlucose	NoGlucose1	NoGlucose2	NoGlucose3	NoGlucose4
PAPOLA	PAPOLA_P51003	P51003	11.5592993773127	11.1872425766035	11.5539666329531	11.7023003391504	11.7665593371161	11.4700547177275	11.4674379891281	11.6990989172235	11.3898795695044	11.3941511734975
FXR1	FXR1_P51114	P51114	16.7138803263392	16.5724084766909	16.7506230182606	16.7972675777775	16.8470792301965	17.0026059593464	16.9921270071083	17.0607427599291	16.9855894018427	17.0114142342757
FXR2	FXR2_P51116	P51116	17.4056662322518	17.5979391666315	17.3987312279001	17.453891141129	17.5246298799837	17.640798231541	17.6235920274422	17.57298933298	17.6793189317523	17.7171668071578
RAB5C	RAB5C_P51148	P51148	17.7675918541936	17.8354303722458	18.0162651792617	17.7691126540979	17.7969132682887	17.8010897109284	17.8600154830768	17.7592299079837	17.8190041310721	17.854795051087
RAB7A	RAB7A_P51149	P51149	18.7052463200005	18.753650897789	18.8939035702817	18.8419727481426	18.7905283099927	18.6708288502019	18.7469535420118	18.7327487552667	18.6786949876552	18.7440066763506
RAB9A	RAB9A_P51151	P51151	16.5264577434634	16.5233226524942	16.6751914566294	16.452674617409	16.5087774707767	16.5409660804183	16.528235468632	16.4684528121359	16.5466043898299	16.5224575622424
RAB13	RAB13_P51153	P51153	15.1749974623887	15.4181862261701	15.4363352891492	15.3658975297541	15.3561558723905	15.9014760362762	15.9284444914295	15.7474080092175	15.9761226695835	16.034767198342
RAB28	RAB28_P51157	P51157	12.1593836624802	11.8719328468253	11.8375630034715	11.813609896676	11.8259333056835	11.6843759575824	11.4564476792551	11.0635086707919	11.4493183094357	11.3422954624893
PLCD1	PLCD1_P51178	P51178	16.8122855605803	16.7665594725083	16.8176130397236	16.6443882054344	16.68696675465	16.8117561152167	16.8612235482746	16.9277431373362	16.8374637012973	16.7665594725083
DAP3	DAP3_P51398	P51398	17.9263172464434	18.0691638223517	18.1323061703984	17.9993310328241	17.871147049477	18.145933869291	18.1056973973852	18.0914484201604	18.0746002876619	18.1046643676317
DUSP3	DUSP3_P51452	P51452	16.5349963912481	16.4965415394262	16.3781328775926	16.3968422583856	16.5416221076859	15.973575989145	15.8465165028937	15.965916959856	15.879440612073	15.9220548870688
MMP15	MMP15_P51511	P51511	14.528054321317	14.6334396496789	14.618487389153	14.580399658106	14.5886639090387	14.5736654581589	14.6629476957767	14.6367596576666	14.4991899546089	14.6162504489964
SMARCA2	SMARCA2_P51531	P51531	14.9257024805636	14.8886574337352	14.8390619673835	14.89746337138	14.831562115841	14.9203369025966	15.0743222004626	15.2414712056452	15.0275378466466	14.9806775296056
SMARCA4	SMARCA4_P51532	P51532	17.7802170441007	17.548133670014	17.6896356467415	17.7378152095434	17.8087325433987	18.1583202254376	18.1088542783117	18.2156528195398	18.1389428312811	18.0793948155251
IDH3G	IDH3G_P51553	P51553	16.6122356129395	16.5920481206879	16.7755053795411	16.6147889965365	16.6087843633786	16.6378598493126	16.7627666011243	16.603840834762	16.635791585363	16.6914643119725
GALK1	GALK1_P51570	P51570	17.4163265398582	17.3585363572383	17.1938366986732	17.2739493460676	17.2975899631356	16.9836523514992	17.0129126563163	17.111583239543	16.9975726002163	17.002821119007
SSR4	SSR4_P51571	P51571	17.1737217307877	17.4449738970828	17.5125086237964	17.2312766553232	17.2030206206796	17.5766527864288	17.4673156702381	17.4924026886741	17.5189231940264	17.5330952986324
BCAP31	BCAP31_P51572	P51572	16.2349109016687	16.3588185216529	16.3725594163757	16.2692496269518	16.3051447821262	16.4292732051853	16.5167866813125	16.4237769542291	16.3233793776382	16.371853626718
MECP2	MECP2_P51608	P51608	16.1606469566906	15.9968961457852	16.0537895984188	16.3051447821262	16.2095483998217	16.081454612125	15.8704247155675	16.0465357365999	16.0950620186274	16.2186041626264
HCFC1	HCFC1_P51610	P51610	18.1127878596391	18.1666858981267	18.0232200397513	18.0350772376639	18.1249411924208	18.2444280668977	18.2386826076877	18.4690648200913	18.2756330690901	18.1654612924789
IRAK1	IRAK1_P51617	P51617	15.4566293395503	15.3781843585788	15.5607608220193	15.4639463750542	15.488108823008	15.573533721456	15.5403071365279	15.4799959928909	15.5054452951586	15.5980030933553
CAV2	CAV2_P51636	P51636	17.7741202803819	18.0346211272853	17.6667111417846	17.5381598170457	17.5885179463804	17.7454016112538	17.8324060395905	17.557477257686	17.7345215978246	17.5968847808638
ALDH3A2	ALDH3A2_P51648	P51648	16.5868767123019	16.7832648767439	16.7854972975932	16.628947175509	16.6677332903647	17.1566252176065	17.0345814557159	16.9428752890958	17.0330273196537	17.0322131314988
ALDH5A1	ALDH5A1_P51649	P51649	16.5270972174628	16.4744174406734	16.739658844904	16.7042858949683	16.6314701714164	16.6815377355976	16.6004782023258	16.6436236828311	16.6260329775067	16.7109076521287
HSD17B4	HSD17B4_P51659	P51659	18.7201535864613	18.8389477032639	18.8684180581667	18.6829472773685	18.7234356808069	18.8684180581667	18.9832017814533	18.9292828735084	18.8192092116602	18.8299042453117
PSMD7	PSMD7_P51665	P51665	15.0997299869352	15.0683686659062	15.2427100931183	15.2482828886557	15.0116081756901	14.7520118397345	14.9722912490226	14.7052339969229	14.804914996341	14.9064706234269
SUOX	SUOX_P51687	P51687	11.290423291902	11.5431668150962	11.1439821994961	11.1383162113439	11.2062900531598	11.6756740320237	11.1835648319917	11.5992284502005	11.5675470055554	12.0023002605721
SGSH	SGSH_P51688	P51688	15.7345884373195	16.574969865763	16.0580369302201	15.7213773065889	15.7972558831296	16.774732672384	16.7566375078198	16.5009120554221	16.5479086371949	16.5981251626229
ARSD	ARSD_P51689	P51689	13.3773878521396	13.3477403554777	13.6453216511635	13.6292448546258	13.5458234406023	13.6265207658588	13.4205781350456	13.5488846134427	13.6633129608314	13.5118563073111
ARSE	ARSE_P51690	P51690	13.3506837440283	13.4938748357347	13.4211130216014	13.2577581023733	13.1877093860042	13.5840878390993	13.4661793035338	13.5475763666807	13.5537011859066	13.5824840422805
USP11	USP11_P51784	P51784	14.6985535361572	14.6205700791009	14.5958668853729	14.7389370972187	14.6646751378198	14.812343728552	14.5336056046579	14.7751070502927	14.6518623667793	14.6950353991869
CLCN2	CLCN2_P51788	P51788	14.6971160946894	14.7495457930792	14.6993540843439	14.6800777627923	14.7436249400794	14.5861038874142	14.7300276461634	14.5711639059372	14.7201348676922	14.6261279624094
CLCN3	CLCN3_P51790	P51790	16.1935993423251	16.5112609003838	16.295040331082	16.1630673076838	16.2341770656905	16.3068948638653	16.4144612629661	16.2448015391702	16.2480447532399	16.2795866082202
CLCN4	CLCN4_P51793	P51793	14.8846156661796	14.9918469119796	15.0895416303692	15.1064063599786	14.9684433655868	15.0014330656873	14.908031816738	14.7790961217926	14.9673426551214	14.9988587253668
CLCN5	CLCN5_P51795	P51795	13.7793023729882	13.9166053574514	13.7649333628284	13.6564274687882	13.711176694789	13.6047434216263	13.6439090538647	13.6555316525552	13.6292448546258	13.4914085905181
CLCN6	CLCN6_P51797	P51797	15.8489741184221	15.8267561108844	15.8363190028573	15.6979008690374	15.7485310409728	15.5882151253219	15.5149876276843	15.6302740500331	15.6402480554555	15.6524452057073
CLCN7	CLCN7_P51798	P51798	17.2060922503076	17.3331871078164	17.3358171864362	17.2933517469144	17.3193756298611	17.0480231788492	17.2647352349771	17.187442277635	17.1158548815573	17.0811279517912
PLXNA3	PLXNA3_P51805	P51805	16.8634116301314	16.8892897135546	16.9858867735538	16.8998010628065	16.8899484970989	17.10376983862	17.1231232764828	17.0251807888523	17.0614997662194	17.222164354067
DYNLT3	DYNLT3_P51808	P51808	12.9713385107651	12.9536149509995	13.3987417492875	13.4307501853497	13.2055032310952	13.2415203792397	13.2953462089326	13.285059252474	13.2428440314621	13.2923823283127
VAMP7	VAMP7_P51809	P51809	15.2435213334829	15.4173068421854	15.7649269143499	15.5700826805989	15.4317145775149	15.5327482253175	15.3349132455882	15.3324209793666	15.4396311861082	15.5171170625005
RPS6KA3	RPS6KA3_P51812	P51812	16.8322680308526	16.8176130397236	16.7118081730315	16.8070999619542	16.7412967673485	16.4107410472645	16.2116627052157	16.3549507802094	16.3753279304015	16.3490636892466
AFF1	AFF1_P51825	P51825	15.6302740500331	15.4276872080041	15.3679103880085	15.573533721456	15.5149876276843	15.6072855255581	15.4148025577265	15.573533721456	15.5403071365279	15.5922400674475
ADCY7	ADCY7_P51828	P51828	13.2999545042195	13.5505160649088	13.2804518747607	13.1782986052031	13.3167556086704	13.4051916629911	13.5068317865014	13.2158975467801	13.2613638170226	13.3142988582988
AKR1D1	AKR1D1_P51857	P51857	15.2427100931183	15.102435703927	15.1552825751397	15.179373976676	15.2352647887836	14.9093131787595	14.589902756168	14.6139202014498	14.9265239961993	14.9653504937264
MNAT1	MNAT1_P51948	P51948	15.4390447169281	15.3426080451401	15.1449340788411	15.3742710182163	15.3870401343405	15.6047993347684	15.4211788305242	15.7345884373195	15.433653590556	15.2969012996769
NDUFA8	NDUFA8_P51970	P51970	15.4302469218431	15.5134657000202	15.744063660376	15.5346322007436	15.6136647463928	15.7021018674495	15.5551450740997	15.4836814752659	15.6524452057073	15.6710199256396
HNRNPA3	HNRNPA3_P51991	P51991	18.8335358636105	18.7201535864613	18.6004334041098	18.6981984927953	18.8192092116602	19.1457913292685	19.2022924027419	19.0187871908257	19.0704221044347	18.9358321508541
PGD	PGD_P52209	P52209	17.6302283237997	17.4976379584448	17.4373010583898	17.523108320905	17.5968847808638	17.2023004449886	17.112547794726	17.1166199519889	17.11050703658	17.0821464607667
HNRNPM	HNRNPM_P52272	P52272	20.0686468434454	20.0240836990062	19.9135105294699	20.0443048672021	20.0539577416781	20.1479870353307	20.204076513159	19.78565384142	20.2685322587356	20.2685322587356
KPNA2	KPNA2_P52292	P52292	17.4280971686878	17.4228275304473	17.2361618794074	17.3822947852448	17.3379943285878	17.4869113752287	17.409707818919	17.4476116896755	17.306616203347	17.4373010583898
KPNA1	KPNA1_P52294	P52294	16.3267692654776	16.2960080477035	16.1374864856362	16.1803468433318	16.1141935683801	16.1076808876045	16.1657566224787	16.1803468433318	16.0831303652181	16.0097531733437
NCBP2	NCBP2_P52298	P52298	16.1733162443993	16.2795866082202	16.3039827132591	16.3496225726777	16.4404735590173	16.6499324035998	16.672022034983	16.6056701839653	16.6021397583044	16.6763117247498
RAP1GDS1	RAP1GDS1_P52306	P52306	16.2426914068594	16.1423441192731	16.0911838476387	16.1437055125046	16.1665726740902	15.9134467746587	15.8131962189297	15.8425067422812	15.8454005284055	15.8952113721623
DGKE	DGKE_P52429	P52429	11.6689876984285	11.3323595518858	11.3898795695044	11.9258998697505	11.7611068144955	11.7246345402927	11.7846156681683	11.9892872625331	11.7280467626231	11.8885764928134
POLR2H	POLR2H_P52434	P52434	16.2334423623935	16.2235252743653	16.2837098085061	16.1813960288924	16.3085574273242	16.4982638542193	16.4726575283563	16.5580969875254	16.4941840614119	16.4818981782642
ARHGDIA	ARHGDIA_P52565	P52565	15.7624126581062	16.1096713551605	15.5856159008704	15.6777765620503	15.597111319894	15.2963051602302	15.4540458750832	15.2722527279406	15.2414712056452	15.2373522191554
AGFG1	AGFG1_P52594	P52594	16.2889206934401	16.2357681899634	16.2313905574762	16.0888152386561	16.0047639324345	15.7531082829024	16.0555878868945	15.9458784972234	16.0877948098231	15.9270462324464
HNRNPF	HNRNPF_P52597	P52597	16.9965363781532	16.9450952757191	17.0435355921557	17.2215236383147	17.1504982353491	17.3585363572383	17.3813334749975	17.4936908816932	17.3361682125863	17.5266952281227
STAT2	STAT2_P52630	P52630	16.6001377108763	16.7825921247131	16.5378263926545	16.5851169958724	16.6376007262956	16.5027580233626	16.4841348111942	16.5080430883268	16.3484474813494	16.5027580233626
GTF2A1	GTF2A1_P52655	P52655	15.6442424311764	15.4052590554263	15.5044906799019	15.4558264717738	15.5866364966937	15.7874932332216	15.3876613933252	15.6454799244151	15.5257941370318	15.4458287236123
GTF2A2	GTF2A2_P52657	P52657	15.2664717676926	14.8533214767438	15.2678157178352	15.3820469845874	15.3653419866204	15.0715710125329	14.9587311425136	15.2005581684926	15.192778515827	15.1950717961338
MSH6	MSH6_P52701	P52701	16.8684451638566	16.9918146255088	16.940188253215	16.9918146255088	17.0003134239639	17.1510949046967	17.0402297357143	17.1708577393971	17.0887100911777	17.1492520415885
KIF11	KIF11_P52732	P52732	16.1252672830281	16.0669024690115	16.1117304745181	15.9520878635089	16.0489829391564	15.9898821579191	15.9229306082289	15.904534105597	15.9822047289015	16.0117456724602
VAV2	VAV2_P52735	P52735	15.801243011146	15.8710861011292	15.3052723742082	15.3043273236255	15.5804640013381	15.3506349989227	15.8969038154868	15.7104689358946	15.2193863419228	15.1245444659813
ZNF143	ZNF143_P52747	P52747	12.7705030684098	12.6630646067987	12.5025193607364	12.5311625311644	12.3748497163098	12.7828774646882	12.5440815066579	12.750824323027	12.6412687872061	12.6716970223613
RBM5	RBM5_P52756	P52756	17.0294651108364	16.9469497831693	16.7329829145205	17.03852698405	17.1046178516835	17.111583239543	17.226161927324	17.1014884747202	17.1023408812329	17.0619762174657
HRSP12	HRSP12_P52758	P52758	13.6134502823278	14.001569099701	13.7214620935235	13.6410699843497	13.503676291535	13.8370335715371	14.1442963117253	14.0749352298676	13.8193143195837	13.7159054203006
SMS	SMS_P52788	P52788	15.5227284488253	15.457706279233	15.3827623674336	15.622899432601	15.6067883552249	15.0404778326927	14.804914996341	14.9451221265751	14.9483870386419	15.0912814055791
HK2	HK2_P52789	P52789	17.9123707093545	17.8743483322936	17.9787712772382	17.99628486871	17.9749163121031	18.1141278188235	17.8517036309206	18.1757997138539	17.9654095240466	17.9514968716573
EFNB2	EFNB2_P52799	P52799	13.1424839944712	13.4837173832196	13.5355950137028	13.4027519586325	13.3379731681386	13.6667741907996	13.5369299494949	13.5057999516969	13.4701874546803	13.6215977891016
EFNA5	EFNA5_P52803	P52803	14.2460359849605	13.9906353298244	14.2903643927296	14.2450873199664	14.2285343437479	14.16293891159	14.3463845878317	14.5656211563554	14.276641466182	14.2867114236759
MRPL12	MRPL12_P52815	P52815	15.1876785979685	15.2342985609884	15.2316684296486	15.1424102818202	15.2028254613303	15.1589321702132	15.2193863419228	15.1916600148308	15.2135456922991	15.2590742147644
STC1	STC1_P52823	P52823	13.8425625646464	13.7627730339073	13.9455478614786	13.6636361464801	13.8408063687008	14.041346022456	14.1807056822749	14.0006381831727	14.0393438863201	13.9623150209302
DGKQ	DGKQ_P52824	P52824	13.3393566786015	13.0946789073549	13.5326141977681	13.2126246372395	14.0856015720336	13.8634275356916	13.082278357555	13.503676291535	12.7856910231434	12.867632495715
NDST1	NDST1_P52848	P52848	15.0638965120598	15.1315960824725	15.1736180944497	15.2202616022137	15.0373581795087	14.5507521618047	14.3353292107128	14.5386941940162	14.5640942091259	14.4271413235345
NDST2	NDST2_P52849	P52849	11.0506754989773	11.151209057738	10.7655275891873	11.0743319388185	11.4564476792551	11.3851225545294	11.0039293928057	11.2296409839588	11.2507888133857	11.0420423111169
THOP1	THOP1_P52888	P52888	17.4869113752287	17.4062217083913	17.3469582447187	17.4142337702314	17.4263605944898	17.1093782575892	16.9045394253227	17.1046178516835	17.126243684907	17.1590742432198
CAPZA1	CAPZA1_P52907	P52907	15.6720200030723	15.6764963197277	15.7469075582983	15.7490625357624	15.8410154276921	15.6770760792276	15.7706043043597	15.612876522696	15.5644317473116	15.703684387985
CRIP2	CRIP2_P52943	P52943	13.7440672613639	13.6146175814939	13.5966563951515	13.8676503501552	13.706196748928	13.7836664581059	13.7369896767051	14.0236243480054	13.7000579519958	13.6301030868308
NUP98	NUP98_P52948	P52948	18.7469535420118	18.6602899436531	18.8444303088882	18.7406349587362	18.753650897789	18.9116646912145	18.8789702037205	18.9955587768098	18.8819848271838	18.8838981645544
BLVRA	BLVRA_P53004	P53004	16.2837098085061	16.1431372570617	15.9130305399432	15.9751045485012	15.8387055588768	15.5985954832791	15.1766003899868	15.4715806426582	15.6151158040439	15.4612680353505
SLC25A1	SLC25A1_P53007	P53007	16.1577668911555	16.5102340269771	16.4095019004213	16.3767934185678	16.2283578548705	16.4546536006895	16.5501158743544	16.2855718159731	16.6677332903647	16.4337686341566
PPP5C	PPP5C_P53041	P53041	15.7590797968043	15.9623850484533	15.8599896117636	16.0323117078831	15.9531507759941	15.8540376302532	15.6824421760662	15.6785962300498	15.5838726403219	15.9437279534258
PLK1	PLK1_P53350	P53350	14.7771717726956	14.6545136393842	14.6945570422732	14.767084324244	14.690009337988	15.0988637680797	15.2060325257997	15.3091046197601	15.2383592220183	15.2865424885574
ARFIP2	ARFIP2_P53365	P53365	16.1630673076838	16.0262410864557	15.8758057422941	15.8460276610326	15.9297504755088	15.9902909069194	16.1344810231013	16.0846314603235	16.1563997652658	15.9616205838694
ARFIP1	ARFIP1_P53367	P53367	16.4916069415138	16.4364094329174	16.4337686341566	16.56399965251	16.4818981782642	16.2542731043791	16.1861417126513	16.2587540666908	16.3704706172291	16.4382802456761
NUDT6	NUDT6_P53370	P53370	15.0262735405068	15.2959260320493	15.3426080451401	15.148898963108	15.1623880999646	15.3812868226763	15.3799974989112	15.3898936854485	15.349817618522	15.488108823008
NUBP1	NUBP1_P53384	P53384	16.0125586077335	16.1744728566795	16.176382164212	16.0368755471565	16.0743563677506	15.980473834879	16.0678148442848	15.8694918001691	16.0014995679819	16.1006798291641
ACLY	ACLY_P53396	P53396	19.7056041585427	19.5308851888398	19.4717647070632	19.5189575762743	19.5027794628549	19.1522930646493	18.9635858570294	19.0783026737893	19.1386685260048	19.1656381189319
METAP1	METAP1_P53582	P53582	16.8818456548758	16.913443907318	16.7334306814701	16.7930342590694	16.8785307771865	16.7026003655092	16.6525938714685	16.6168717581366	16.6110309059259	16.6472412475345
SUCLG1	SUCLG1_P53597	P53597	7.40905652119056	8.25407432141031	7.72896753434453	2.80522881035097	8.2027070477287	7.82322438051982	8.22306291409525	8.16594346991056	2.41316076007361	7.63009192471775
MVD	MVD_P53602	P53602	15.1995958779771	15.2929098413759	15.045921308629	15.218269584369	15.2618446400768	14.789291437168	14.8062481995357	15.2847570923677	14.8631609903772	14.8404307448332
COPB1	COPB1_P53618	P53618	18.4471868029977	18.3339928444729	18.2194165548573	18.247409199759	18.3172122256217	17.9682344753031	17.9814035839763	18.081695574633	18.173295129626	18.0462196064404
COPA	COPA_P53621	P53621	19.4834761817384	19.4546523166953	19.368653012153	19.4717647070632	19.5495298850881	19.2440459863631	19.2154974803317	19.3494213968425	19.291482892853	19.3327180393145
CTSC	CTSC_P53634	P53634	14.1870015635188	14.2773188352226	14.3429466770296	14.1106351474858	14.1401551494392	14.0385403028391	14.1132033445926	13.9782391125113	14.0385403028391	14.0795535562556
LIMK1	LIMK1_P53667	P53667	13.9841583350985	14.0453943669914	14.1493822238876	14.1615176172145	14.1978539939069	14.260189545585	13.886310272065	13.9119332106519	14.2480887561955	14.2920654208243
LIMK2	LIMK2_P53671	P53671	10.296200604483	10.9588335436412	8.49965580307999	8.5769237019793	10.1973303225594	10.8908733450856	8.62413044395768	10.7056880158201	10.2202862424769	10.1253477540844
CLTCL1	CLTCL1_P53675	P53675	13.012030879451	13.1354463834158	12.7955663966089	12.6412687872061	13.1735471534479	13.0723251005152	13.2824128431265	13.2201489363625	13.0097626549149	13.0960150730913
AP3M2	AP3M2_P53677	P53677	14.9116355249297	14.7317271239207	14.7859898934858	14.9194866393865	14.9835971857351	14.6988334317033	14.4175101384315	14.4206006995023	14.5019604125732	14.6722818364116
AP2S1	AP2S1_P53680	P53680	14.2329919316594	14.2308531231521	14.2999942194779	14.0873706883675	14.0255937602966	14.4301853905566	14.4373638479438	14.4189766837675	14.4588393290062	14.5744871879179
HCCS	HCCS_P53701	P53701	17.8337993184025	17.879470447997	17.9514968716573	17.8171688451118	17.7706398279267	18.1276194737739	18.1372528044481	18.0669981390731	18.0441530749583	18.0691638223517
SLC5A3	SLC5A3_P53794	P53794	16.7487256877688	16.6648993862472	16.8444183069066	16.731240635525	16.6904561303238	16.2349109016687	16.2734766665262	16.2480447532399	16.3310314963907	16.3299198752005
PTTG1IP	PTTG1IP_P53801	P53801	15.3218214515301	15.2990847557873	15.2631280562313	14.8905064341721	14.8371774594276	14.3561273636653	14.8718056782736	14.6569154589103	14.3207932978587	14.1145342295833
POLR2K	POLR2K_P53803	P53803	14.0115539393347	13.873184015131	13.9403889782848	13.6720687679897	13.8876533307717	13.9698125142041	13.9968377466588	14.1987937408499	13.9029703385864	13.8706891445171
SMTN	SMTN_P53814	P53814	15.5946270778067	15.4639463750542	15.5796467941279	15.5953390090235	15.5054452951586	15.6892218011736	15.6590017198425	15.5644317473116	15.7462486507194	15.8238721726357
PLA2G16	PLA2G16_P53816	P53816	14.9738274391797	14.9107683850448	14.9116355249297	14.7642294622931	14.7866620893583	14.8490911151326	14.8357816817329	14.7244905958257	15.0293847951316	14.7111983124999
IST1	IST1_P53990	P53990	13.9428468606662	14.1156535312572	14.1315686894185	14.2974844409714	14.0305375026347	13.948800116944	13.764249568228	13.6265207658588	13.5475763666807	13.732768187049
SEC24C	SEC24C_P53992	P53992	18.1539751827616	18.0828190250645	18.173295129626	18.1874684770019	18.2230623574753	18.0669981390731	18.0046745686028	18.1699994432345	18.1099763200769	18.1598994470721
SUB1	SUB1_P53999	P53999	16.5644919805234	16.3781328775926	16.527642118084	16.6110309059259	16.7039569937283	16.7480354638359	16.3662315334555	16.8703725573784	16.5501158743544	16.4053038323025
POLG	POLG_P54098	P54098	15.9352056744769	15.9925078144367	16.0257849132061	16.0125586077335	15.9623850484533	16.1193135838815	16.2326263866668	16.3217479361558	15.9918788717685	16.0947026055837
CLNS1A	CLNS1A_P54105	P54105	16.4030900424013	16.430439147414	16.4004362841161	16.5594898177266	16.4697118110255	16.3520689281694	16.3163258792259	16.3496225726777	16.3676293027763	16.3725594163757
BLM	BLM_P54132	P54132	11.6778622300172	11.5825578713313	11.5150632779824	11.237081598267	11.6281786240204	11.3006689254783	11.034371818042	11.2453202071529	10.9780034228314	11.034371818042
RARS	RARS_P54136	P54136	18.8299042453117	18.702147913111	18.5855885688918	18.6909487271141	18.7297956717213	18.4281217884343	18.460202086278	18.5664958067331	18.410234808647	18.5049710991038
HIRA	HIRA_P54198	P54198	15.8871034047601	15.9865706770312	16.1165477582895	16.0571281725091	16.2205272567254	16.4564712285679	16.3322871135997	16.4435742699921	16.5070019868656	16.5124708085565
ATXN3	ATXN3_P54252	P54252	13.6960779785392	13.9561378632905	13.674926364905	13.7214620935235	13.6667741907996	13.2973590746141	13.372105098879	13.5342395901341	13.5101449130257	13.3477403554777
ATXN1	ATXN1_P54253	P54253	14.6435683886143	14.3300983631633	14.4327032385846	14.6142687672934	14.6219736608651	14.5467583073327	14.6065847235872	14.6856720945271	14.7731296538309	14.4646260757312
ATN1	ATN1_P54259	P54259	13.7797023707491	13.8298444156793	13.888308791625	13.6178171998591	13.8011210004924	13.1354463834158	13.0904711715317	13.372105098879	13.3833401284979	13.2171980634698
PMS1	PMS1_P54277	P54277	11.9892872625331	11.6420405853778	11.9601370845953	12.0655653497402	12.2072486394328	12.4355837719317	11.9870188916629	12.0200679749464	12.0183689429949	12.0682983728345
PMS2	PMS2_P54278	P54278	8.62413044395768	8.25407432141031	9.99906366499473	8.37457344785552	7.77455089651558	8.59295710427595	7.94790307372461	9.83630343302104	8.10292139982574	8.22306291409525
CACNA2D1	CACNA2D1_P54289	P54289	11.8719328468253	12.6337178229468	12.0023002605721	11.8824563647784	11.9927202583129	11.9317481513125	12.0757514217586	12.1603692820095	12.6947392276034	12.7723281600503
YARS	YARS_P54577	P54577	17.7996439764099	17.7055275312763	17.5488896052278	17.7203828543222	17.6667111417846	17.1068220231398	16.9855894018427	17.0072943099325	17.1686426457071	17.0756943856763
USP14	USP14_P54578	P54578	17.5381598170457	17.4128350852762	17.3576490742898	17.4565317639674	17.4009679347609	17.0811279517912	17.0244043427439	17.0866609212784	17.1256676526751	17.1076001829733
PRKAG1	PRKAG1_P54619	P54619	12.3595417452791	12.1202581638336	12.3001003310299	12.0867338428953	12.1081568467933	12.4253747707135	12.2858358521515	12.51295236909	12.1377646521538	12.2516837718546
HSPA2	HSPA2_P54652	P54652	13.0450219038843	12.7255062559604	12.7586507182923	12.5608377237889	12.8817285138583	12.7873723980435	12.57366685504	12.4200723727791	12.327928122982	12.5891349296931
BCAT1	BCAT1_P54687	P54687	16.4965415394262	16.5741498997292	16.267875069957	16.3045371274261	16.3132084530961	15.9055588492719	15.9718528786064	15.7185431799071	15.8195342748726	15.7636973844564
ATP12A	ATP12A_P54707	P54707	13.7890773789328	13.5521095300547	14.0101604401498	13.7690257992581	13.6993176298833	13.8360038174729	14.0393438863201	13.844631015572	13.6819452875101	13.8177574320722
ATP1B3	ATP1B3_P54709	P54709	18.1078160318629	18.1708597016077	18.3339928444729	18.1483523729423	18.0024201887321	18.1795244219683	18.0890855334599	18.0117453978079	18.1441623452348	18.0294661507252
RAD23A	RAD23A_P54725	P54725	15.8827373038077	15.6681273783714	15.588920868084	15.7693534693028	15.7805065839386	15.6243817585992	15.3721408972736	15.6897325568046	15.5387600126873	15.5723988194741
RAD23B	RAD23B_P54727	P54727	17.790864543582	17.69928079751	17.7478823950358	17.7407326277407	17.7104257762153	17.6393488071974	17.5264064474748	17.548133670014	17.6214015365976	17.6359877530002
EPHB3	EPHB3_P54753	P54753	13.9132147072031	13.6779074829137	13.8350426794348	13.7419836859921	13.7569227512326	13.4767964374252	13.6639593321287	13.6521896182026	13.8634275356916	14.0385403028391
EPHB4	EPHB4_P54760	P54760	17.6806270117471	17.7428335798233	17.8572439647792	17.7802170441007	17.8097931236903	17.8591533059127	17.8691074360944	17.8030934337539	17.8979412282531	17.9263172464434
EPHA4	EPHA4_P54764	P54764	15.0396282680016	14.8765992601201	15.1069092867303	15.0921420645213	15.0889090178515	15.0745557109995	15.0044847496198	14.8000554464083	14.9635505313749	14.8346612112849
NAGLU	NAGLU_P54802	P54802	16.936925001192	17.0902697564503	17.0796279882362	16.966150669477	16.9814612732799	17.0969373155885	17.0435355921557	17.1218158066035	17.023500408019	17.030477981162
GALC	GALC_P54803	P54803	15.1028848681717	15.177446645841	15.2414712056452	15.0346625315603	15.3185731349292	15.4639463750542	15.3865025518458	15.4090203043317	15.1659368486228	15.2268166089088
AK2	AK2_P54819	P54819	16.5445333838072	16.6021397583044	16.6681160147858	16.6932328483006	16.6388684173465	16.5940612160096	16.5119456265795	16.4219238548693	16.5457985676956	16.6162554180232
ALDH18A1	ALDH18A1_P54886	P54886	18.5816703348302	18.607361943004	18.6871509025506	18.5113989329779	18.5965385533237	18.8221681566511	18.9028070986945	18.8444303088882	18.7752171697595	18.7841794375318
NAPA	NAPA_P54920	P54920	17.9130939989773	17.9386683111899	17.7706398279267	17.82804913898	17.9123707093545	17.8770593831111	17.8828649531523	17.8227680742674	17.8577876979588	17.8195986720476
EIF5	EIF5_P55010	P55010	15.8322099617582	15.7935515648613	15.5654580971641	15.7208995406176	15.795157029077	15.1006997920047	15.0587585664084	15.6145443894383	15.180677695842	15.1985771198415
SLC12A2	SLC12A2_P55011	P55011	14.4271413235345	15.3038854585584	14.5949474184282	14.3872621542002	14.5999232011081	14.6334396496789	15.1950717961338	14.497932476609	14.5288920433064	14.6985535361572
PSMD4	PSMD4_P55036	P55036	16.5920481206879	16.6910629429899	16.5861610654926	16.7029650352914	16.56399965251	16.5184116251813	16.4107410472645	16.3448482744197	16.6723304746607	16.5954104020238
DRG2	DRG2_P55039	P55039	15.6964825097196	15.7624126581062	15.6283477682896	15.5241497084725	15.584804123716	15.4090203043317	15.391890194111	15.3376500238818	15.5096396439278	15.4076772679985
