Feature	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
CXorf23_A2AJT9_S100	0.000534493106383582	0.0106410286977083	0.0148873908081814	0.00892080079780145	0.0197782661261016	0.0160474212270557	0.0250076590954347	0.0282080474879608	0.00181821889437124	-0.0105273288309345
CXorf23_A2AJT9_S192	-0.0122284623708662	0.00341681276803408	0.0188541838119624	0.00324759731883361	0.0118466576873602	0.00572777710895915	0.00099081307019157	-0.000992175521668207	0.0135734393403869	-0.017492984632466
CXorf23_A2AJT9_S139	-0.00869150260562295	0.019128440975782	-0.00157025382226686	0.0185304952479836	0.0248312007696273	0.00407731678812124	0.011249138173149	0.00549687367816601	-0.00520813897729311	-0.00787611504349405
ZNF316_A6NFI3_S10	-0.0135188800347139	0.00761069105334532	0.0187763930540745	0.0282852313544884	-0.00763404051541481	-0.000661283834974833	0.00538310912433646	-0.00626056711921209	0.0037026081317427	-0.0141272315680896
CCDC85C_A6NKD9_S246	-0.000384927645338984	0.00102449729452691	-0.00786981128708998	-0.00899521455479548	0.0093378306385105	0.0130323682027892	-0.0118866578137616	0.00540993419391262	-0.000605310464349601	0.010541555115741
SAC3D1_A6NKF1_S402	-7.99391461956352e-05	-0.00541485533985176	-0.00509712228428691	-0.00250203308860998	-0.0115493296352507	-0.00136853424106017	0.0038637102264369	-0.0150896297538051	-0.0131240745684555	-0.000218463804909907
ARHGAP32_A7KAX9_S1203	-0.00686815208722119	-0.00927395656190787	0.021268820089213	-0.0421507011624684	-0.0151338723363995	-0.000814641155651789	0.00729756955677777	-0.000770796372379206	0.0170119072131542	-0.0127593074622743
DISP2_A7MBM2_S1401	-0.00862773579839874	-0.0153094889755169	0.037462753626485	0.00889664738343525	0.0118834106708442	-0.0371257211825892	-0.0034247912487947	0.0124386821508985	0.00716215650166204	-0.00031151202029208
EIF3C_Q99613_S909	-0.00882771837860986	0.00487266945634164	-0.00470994166216911	0.00108671081442454	0.000212768858251714	0.00202988753245383	0.00861432895610868	0.0180688711442791	0.00629961130329159	0.0176126360390898
TMEM238_C9JI98_S154	-0.00388500732597257	-0.00614644535609656	-0.0210465775040703	0.00161333168987944	0.0115547012637156	0.015024238770135	0.0113381663170316	0.00494109834350761	0.0067665252400947	0.010305328040314
TMEM238_C9JI98_S124	-0.000243098849873494	-0.0120971207826259	-0.0120040297440498	-0.00756555985185593	0.0108247286650772	0.0049379444785253	0.0164942015334409	0.00250742625908864	0.0166199097385697	-0.0104934754797465
FAM195B_C9JLW8_S21	-0.0114884198753043	0.00378629649030584	0.0027212266837048	-0.00127352343343237	-0.00905893511273172	-0.012422968289711	-0.0171188662003542	-0.00755977828592897	-0.0105280407014063	-0.0103101168111385
MYO1C_O00159_S408	0.00716385675026448	-0.0019611245949094	0.0045749394379211	-0.00819623305829601	0.0010452266525578	-0.00166253128504849	0.002081978506356	0.00149244359118037	0.000880116574652705	6.11657221631971e-05
SNAP23_O00161_S20	-0.0012344120382916	-0.00811730662759602	0.0019843711374421	0.000801149329674213	-0.00564337374809006	-0.00736627835566754	0.00313226854545062	-0.0212053356106464	0.00443203723840265	0.0100084092545736
GTPBP1_O00178_S25	0.0079595970755219	-0.000840551939393748	-0.0064511388584359	0.00205719117123934	-0.00252382985994745	0.0156732217466025	-0.00557790203432052	0.000330883351950431	-0.00339899415366094	-0.0032011924256708
ARVCF_O00192_S203	0.00835135796715318	-0.0155688228594813	-0.0415391973645691	-0.0138215313839574	-0.0164232722169754	0.00971054913092127	-0.00492474495570948	0.0078162014651457	-0.00732735645451902	0.0149106956684174
SMAP_O00193_S15	-0.0183511841342075	-0.000309673979829122	0.00503955082935304	0.0103045111738809	0.0110193891360047	-0.00957193454770928	-0.00165954745323842	-0.00856292309346061	0.0123987941492793	0.00981317252886111
SMAP_O00193_S17	-0.0239158450128862	-0.00665749297442738	0.0230779292969912	0.00352243218156105	0.00362537575401804	-0.0135018714026097	0.00332926572485012	-0.00821119700174016	0.0246490934703269	-0.0209789139209379
PSMD11_O00231_S17	-0.0367375930996017	-0.00484411270765863	0.00637587503604378	-0.00173949068786296	0.00572204812605563	0.0115897460263159	-0.00395800155502988	0.0261184406045897	-0.0104608541615263	-0.00288163576897651
PGRMC1_O00264_S181	-0.00544726688844583	-0.014393385321798	0.000428865605977654	0.0105372983893921	0.00517289600360487	-0.00282081056329166	-0.010000632365561	-0.0211812131938261	-0.000197317288192474	-0.0144177439300881
PGRMC1_O00264_S57	-0.0083010856038126	-0.000339228100497764	0.000244792517892032	0.00149875616697182	0.00118224039873545	0.007579404695141	-0.0119367409122932	-0.013226316815711	0.00185167978709629	0.0276515568551839
SUPT5H_O00267_S666	-0.0041072401403487	0.000577528729456481	0.00942333327072786	0.021809903322699	-0.0134484556738315	-0.0197217784972544	0.0140167675244695	0.0233816145942371	0.00639896693121468	0.0108083785700604
EIF3F_O00303_S258	0.0034239023062106	0.00774327311344432	0.00580030707775252	-0.0046292434883923	1.80041987905354e-05	0.00101356730729981	0.000635059505099395	0.0108431721746691	0.00153116819296963	0.000322664053814232
WASL_O00401_S430	-0.00146757617932409	0.0033594437186963	-0.00357549958708622	0.0014704684603915	-0.0157389486699511	-0.000783471310756961	0.0118877475065005	-0.00515058951007468	0.00941106349625499	0.0106652142568024
EEF2K_O00418_S18	0.00156061789702858	-0.00876241689752764	-0.00572360718489193	-0.0233102209834976	0.00576847193669529	-0.00882672505082435	0.0235286452119917	0.00724118109482872	-0.00569313474390641	0.00298998878946335
CCRL2_O00421_S341	-0.00303408626724041	0.0140467891663193	0.0107260471595359	-0.0048539945880829	0.0200684006949957	-0.00506115642668853	0.0024346127186395	-0.0175049052663974	0.00941603717112216	0.00952137123336183
PIK3C2A_O00443_S60	-0.0187381595134827	-0.00538508533774417	-0.000648300503059699	-0.0146407938671851	0.00522905697167299	0.016352836505213	0.000396080380254255	-0.00726348718315483	-0.00763871783717645	0.0137739547837038
GOLIM4_O00461_S538	0.0110441039725817	0.00900244747602325	0.0146101494210307	-0.00468246702281232	0.0158556615203903	0.00932991424653292	0.0116532639587058	0.0161279381364841	0.0136989006106459	0.0104929287203296
BIN1_O00499_S296	0.00492314955440215	-3.98212219050832e-05	-0.00700713492265032	-0.0108079131152167	-0.0104479561414806	0.000580026319116218	-0.00446315762978018	0.00131725608621931	-0.0115529623513155	-0.00312153028476992
BIN1_O00499_S298	0.00381276642582389	-0.00151663452697272	-0.0144976285162255	-0.00638138925185078	-0.0102027864650231	0.00125236395876655	-0.0122807250830111	0.00818898879797084	-0.00784660665898267	0.00766696864729093
BIN1_O00499_S303	0.0100847252691697	0.00629363673092146	-0.00154292807321057	0.00986218368064652	-0.000413890165434624	0.0113891316376986	-0.00425956597665435	-0.0108696666220345	-0.00795262623435739	-0.00723704199860003
SDCBP_O00560_S60	0.0149854523661298	0.00213866744204704	-0.0159151834567982	-0.0139069231482357	0.00471586293880602	-0.00318075837088039	0.00626174714305898	-0.00927639638539864	0.00891982871842473	-0.0107447515581223
DDX3X_O00571_S102	-0.0168945975300718	-0.00328497452305671	-0.0126919733419607	-0.000131603753692528	0.000104151134091201	0.0221116573116919	-0.0124082472342948	0.00671247778735231	0.00453474509729512	0.00405394991538868
DDX3X_O00571_S612	-0.0319372592183432	0.00378945769413518	-0.0213950367761416	-0.00098913610725853	0.00851246531854033	0.006325846601942	-0.00646643256830949	0.00130370913804129	-0.0168982702378699	0.0274000344563543
DDX3X_O00571_S90	-0.0398177515780752	-0.000967599062529986	-0.0149625414092938	-0.0110187290955543	0.00277014354410317	9.46313095179417e-05	-0.0215273499466075	-0.000435527114696224	-0.0213310840442351	0.0105344305785353
DDX3X_O00571_S92	-0.034090326545987	-0.00894506369025161	-0.0127128405281004	-0.0166726427425434	-0.0144740649526371	-0.0192401579418991	-0.0207594716535625	0.00813016669525583	-0.0218412072272375	0.0145507869934641
DDX3X_O00571_S594	0.00670266682474907	-0.00264735213771021	-0.00335621862306523	-0.00155201190276958	0.00796992704563821	-0.0102776226833296	-0.00829278577144844	0.0167435829007448	-0.0100417524567906	-0.0276361426578774
KPNA4_O00629_S60	-0.00769018823147243	-0.0100652244232005	-0.0126189857424034	0.00591258510915923	0.00490531250133438	0.0166540662739656	-0.00260163737773493	0.0283291514280705	0.00688925477788485	-0.0268923738528502
NFIB_O00712_S295	0.0122864948797895	-0.00883201897094563	-0.0188964466842822	-0.00709992404660205	-0.00971036601902044	0.0197620936783846	-0.000658653368878283	-0.00463195738955968	-0.0127459353264513	0.0072869336612928
CLDN4_O14493_S206	-0.00392095895343986	-0.0257347159965092	0.00402129284353376	-0.0263700157719677	-0.012245582301372	0.0190986850063847	-0.00692984198595974	0.0118594026658209	-0.0429597703222569	-0.0130556942714596
PPAP2B_O14495_S19	0.000119648875540616	0.011181729799146	-0.0112770095892078	-0.00166115949613709	0.00226063095948797	-0.00987143952256568	0.0019793313550137	0.00124706671763007	-0.00925992661044888	0.013601649907751
ARID1A_O14497_S696	0.00472840494444038	-0.00551175972716016	0.00787954358623514	-0.00887864554976616	-0.000653974773588013	0.00850521478432106	0.0133760927223325	0.00978921197442509	0.003087436528574	0.000204408887493462
ARID1A_O14497_S772	-0.0155543558284078	-0.00721032136080691	0.00595927300006441	-0.026349521886032	-0.0055104196800767	0.0303519749916818	-0.0235543315596164	0.000276731263294772	-0.0210176894605566	0.0145592390752703
ARID1A_O14497_S363	-0.00226978234415754	-0.0628424769069847	-0.0253688361597577	-0.00123458020664832	0.0179775466921419	0.000293892295020464	0.0179799687919268	0.0116289931338763	0.0161167274215103	-0.00697074948888246
C2CD2L_O14523_S411	0.000440662617904387	-0.000674767844511126	0.00528581628995583	-0.00741494530519014	0.00438376565043153	-0.0120915322121189	-0.00528932123882111	0.00159874335172444	-0.00103294737998784	-0.00355581858789255
C2CD2L_O14523_S703	-0.00339522045832466	-0.00115087771656859	0.00308770184641042	-0.0196964227086161	0.00570775198837386	-0.00543656092550252	0.0151794844472307	0.0205441655534705	0.00208930625515627	-0.00673479999249846
C2CD2L_O14523_S662	0.00283565869007157	-0.0241388139824106	0.00249662012937428	0.000924327500438574	-0.00806972760207596	0.0137618635180787	-0.00895312783946884	0.0272430533633203	0.00389465232653544	-0.016132306664691
C2CD2L_O14523_S613	0.00135344771247933	0.00157693498465479	-0.00584322871766654	-0.00675676999960011	0.00341178586360931	0.00765500699931939	0.00763951260491778	0.00300886388335124	0.0119139244295503	0.000135334937751971
C2CD2L_O14523_S619	0.00132248018779239	0.000235706648908224	0.00094075030282144	-0.00272036687571048	-0.000158988730033491	0.000153626512258244	0.007304810102248	0.0175837800361912	0.00703293065681162	-0.0100759808011982
C2CD2L_O14523_S623	0.0039252623967288	0.00131026231282586	0.00206894262436386	-0.0079815121458632	-0.00305554283663862	0.00213632088737692	-0.00524670208826371	0.0117149060663357	0.00619570271079898	0.0143845702342222
TRAFD1_O14545_S327	-0.0110038830805886	-0.00959590580141356	-0.000377750076191917	0.0150901746023836	-0.00844481809453337	-0.0141781042108295	0.0026368626285997	-0.0105563375096758	-0.00846816308860019	0.0065079706811863
TRAFD1_O14545_S415	-0.0107983959205263	-0.000152211021806163	-0.0158868816861126	0.0244655058088135	-0.00488902915820048	-0.00589802474518777	-0.0154203626813624	-0.00470343810573409	0.000940175391620114	0.0102900899128367
CIT_O14578_S1971	0.0150448573025118	-0.0377091104169172	0.0172969827694591	0.0151706984508797	0.0122872528232712	0.0147263548761967	-0.0155327961429104	-0.00236978703584573	-0.0163460915718091	0.00291640491103202
CIT_O14578_S2026	0.014794653100137	0.00139644068324635	0.0165289875945663	-0.0193250433290335	-0.000878132082044835	0.0060352588303278	0.0302297113953566	0.0174897298294042	0.0111110439123052	-0.013288235598622
CDC42EP2_O14613_S141	0.0125410699585288	-0.00364014197183403	-0.00360680892974642	0.00682261275136722	-0.0050542047975455	-0.00716272187662131	-0.00930145752471167	0.0139171265047976	-0.00909647754818923	0.00388872794170081
AP3D1_O14617_S658	-0.0212363517526902	-0.0117900006893885	-0.0193981716023282	0.0529025702018695	-0.00334025288869433	-0.0501984268162381	0.0228335162994392	0.00783757741514082	-0.0104074103251123	0.00948176142939886
ABLIM1_O14639_S426	-0.00847715301841266	0.00694399018525787	-0.0021764022951195	0.00422187216600657	-0.00542983262235513	0.00116562581093847	-0.00087878809812942	0.00437533439684355	0.00746981635950437	-0.0066540029470495
ABLIM1_O14639_S431	-0.0178663193066563	-0.00701416859663412	0.0101219828503092	0.00598471430612682	0.00108081924498862	0.00151576729118958	0.00452657823071773	-0.00292452740646118	0.00449335147100227	0.00689304765401561
ABLIM1_O14639_S435	-0.0187538150830272	-0.0209023572232191	-0.00855215165100608	-0.00858131255584196	0.000151803413760359	0.00320136956618627	0.00387887533923467	-0.00074695016258014	0.0114082283850596	0.0174512297208525
ABLIM1_O14639_S586	-0.0160340504571839	-0.000140361886662312	0.00362216648236711	0.0160709035235847	0.00401582124989956	-0.0190163719520188	0.00322902074410126	-0.0130235825069718	-0.00436691552647966	-0.0146596674524619
ABLIM1_O14639_S587	-0.0138134366190201	0.013219827574979	0.00518676416642999	0.00825594632882998	0.00766495757378247	-0.00948743874261088	0.00405592952743583	-0.0106499339789534	-0.00913753030190084	0.00261559661098077
ABLIM1_O14639_S452	-0.0231173574673997	-0.0117358490087697	0.00775798932228884	0.00439939364848472	-0.000365624511483368	0.00297220345370359	-0.0116097096452047	-0.0126355358998932	0.00225600318766794	0.0173113883493805
ABLIM1_O14639_S455	-0.0130443930517545	0.00372525483564206	-0.0111453630849615	0.000492097380984398	0.00311750872447682	0.00446941401155424	0.00342216487891901	0.00564338837654851	-0.0117397304780801	-5.0460927568274e-05
ABLIM1_O14639_S655	-0.019838495446188	-0.00296880347323508	0.0129046962117593	-0.0052324887512236	-0.0066706913334675	0.00124029899429761	0.0075854316450556	-0.00169944381286859	0.000349117021282607	-0.00326620510482378
DVL1_O14640_S194	0.061291215665775	0.0137833441485517	-0.0242184355685309	-0.020807255197409	0.0175605039636295	0.0180175274023911	-0.00422719036016903	-0.00240997487817909	-0.00579746008239329	0.00289731229103857
DVL1_O14640_S625	-0.0101983869455693	0.00306859366187113	-0.0107090412869059	-0.013696429777822	0.0236942528020077	0.00373195703084989	-0.00715748857691914	0.0170426287199849	-0.019912035676381	-0.00377283353609141
CHD1_O14646_S1677	-8.60515156650904e-06	0.0131947771643335	0.0146644099684061	-0.00117749346840389	0.00941507030096018	0.0056919167628201	0.00458960034310893	0.0147921913278107	-0.00233753147692601	0.0174074959735211
ADAM10_O14672_S740	-0.00345901020852337	0.0054046963518793	-0.0144333327014925	-0.00894602767447383	0.0308147301696143	-0.0118614808536291	0.000175259100035396	-0.00371536048611368	-0.0127641554587138	-0.0114863352003154
EI24_O14681_S56	0.00260362694120836	0.00476161138909983	-0.0118915096343176	0.0165969675214883	0.00812947764979093	0.00597483763049503	-0.0175713655849947	-0.00145283534237423	0.0114195197745898	-0.00355253611023239
EI24_O14681_S46	-0.0182376517257529	0.00547507880185746	0.0115302690027841	0.00742750813888895	0.0229835852325344	-0.00324666369117474	-0.0121577256230511	-0.0299403794701763	0.00880214646039072	-0.014924887125991
TP53I11_O14683_S14	-0.00914675392122655	-0.013685337877615	0.0283031291572254	-0.00741818867520161	0.0168971574410635	0.0239628107951966	-0.0104286068009069	-0.0193563059340864	-0.00446694889897582	0.00643203767518324
KMT2D_O14686_S4974	-0.00492172315170529	0.0102436470810337	0.0177320992445961	0.0074499064532514	0.0113933674748068	-0.00569364125091603	0.0215417305399192	-0.00218925015465582	0.00724525761648934	0.016547007555643
KMT2D_O14686_S2274	-0.0242470828755429	-0.0021509839355816	0.0115100279089189	-0.00248302802866237	-0.0332643804326138	-0.00643160191835552	-0.00972834643590319	-0.0190201688171176	0.00711059716273621	-0.00285696979232434
PDCD5_O14737_S119	0.00596700743598569	0.00686423469997329	0.00231872487729375	0.00713389289385002	0.000132764687613	0.00477633553738145	-0.00341857419075565	0.00938708345600576	-0.00505682121949832	0.0139374155519356
NRP1_O14786_S921	-0.00380645996973014	0.00025113151771641	-0.00141921158933738	-0.00744402783646063	-0.00671190715356676	-0.00304296650587681	-0.0220299306184859	0.00691627111044465	-9.03770423417238e-05	0.00415736753112176
UNC13B_O14795_S254	-0.00228291300336014	0.0273495317921371	0.0119959388265456	0.00965802211519698	0.00788626610955372	-0.013598105245403	-0.00217055585439055	-0.00850033360312883	0.00597055264147435	0.00994486679942565
UNC13B_O14795_S1251	0.0032699258995287	0.0462207387650546	0.00284977644229499	0.0254641950555487	0.00849923447277436	-0.00465902196890904	0.00276604813278257	-0.00872934553403832	0.0108064618350646	-0.0145619771442497
SCAMP3_O14828_S32	-0.0233171097964876	0.00428469388167851	0.00912862746639016	-0.00468262207817186	-8.79488547393896e-05	0.0140393167241204	-0.00198504610131108	0.00200751703491167	-0.000424247987199527	-0.00665040370467299
BACH1_O14867_S445	-0.00163617573243413	8.70347622004353e-05	0.0026599835181578	0.00554192219602143	-0.00861659908882485	0.00522081386640871	-2.54727800794898e-05	0.00699142734017125	-0.0274400229111911	-0.0102149012134898
BCKDK_O14874_S31	-0.00687655702900671	0.0177192175196913	0.0100437100849008	0.0116528304816853	0.00549632218953284	-0.00697316599296435	-0.00855572592417294	-0.00153844986421506	-0.0135303014915474	0.0134678496487416
GIPC1_O14908_S225	-0.0291994771471224	-0.00603023781376539	-0.00451728014153099	-0.0178696362309199	0.017055991512895	-0.00892072835277169	-0.0152212177149485	-0.00315201939369632	-0.0295996448646407	-0.014472861781548
GIPC1_O14908_S232	-0.00488582059911881	-0.00892534258503738	-0.00287533607352585	0.00281921444367074	0.00305341996423065	-0.0054879347780064	-0.000754721197420482	-0.00197269611104017	0.0108759957437918	0.013796603149221
IKBKB_O14920_S672	0.0138863957961443	-0.00326118004371027	-0.000629565826992971	-0.00947732210816562	0.0212564120843881	0.00469545803468669	0.00576115876775372	-0.00845514118006781	-0.00734178939954251	-0.00426292385939633
RGS12_O14924_S174	-0.0122814832717878	0.0137296603143223	-0.043636782811214	0.00882473033052141	-0.0106148691036457	0.0153820535523508	0.0622440563193418	0.0784043734124479	-0.0708142955546234	0.000616498293007327
PPP1R12A_O14974_S908	-0.0189254824257699	-0.00809879066873334	-0.00803668323709116	-0.00138555491989372	-0.00196884492596303	-0.00579155269126134	-0.0077522063677203	-0.00539080739258219	-0.00111279284809959	0.0138720939474635
PPP1R12A_O14974_S903	-0.0101963102887153	-0.00437032649072342	-0.0095811963353383	0.0122333038877435	-0.015125351077303	0.00771040926725828	0.00307614286124281	0.00406035694312648	0.00483591150122872	0.0178365247354836
GAK_O14976_S829	0.00335845065288565	-0.00933508564481453	0.00153521305916375	0.00101842257738686	-0.00917914676828647	0.00248735022472726	0.00233499959988674	-0.0016934592557496	-0.000867442996147801	-0.00321664298727797
XPO1_O14980_S1055	-0.016123755187016	-0.0125863307031076	-0.00282702736789517	-0.00810671855790064	-0.015798153012111	-0.00569976928045428	0.0127965519199966	0.00746308182361624	0.0101050548866322	0.014426728075149
SPTBN2_O15020_S2171	0.00511057173635264	-0.0134079983929733	0.013939589329864	-0.00497867470660212	-0.0177522101807471	0.00325380713031804	0.0116275284827409	0.000724597159288132	-0.00282744802016268	-0.00991803871774703
SEC16A_O15027_S1149	-0.00621890317812982	0.000252029329449455	-0.0122482430129749	-0.00128899123839805	0.00366378321063975	0.00464158957896835	0.00650756832459592	0.00227287703151781	-0.00237682422855505	0.0275630214611328
SEC16A_O15027_S1786	0.013885791769954	-0.0119735860236419	0.0582497116039842	-0.00394111811198298	-0.0371040602821704	-0.000603821258654897	-0.0230925067683661	0.00812331068473864	-0.00343161976647089	0.00143716363126979
SEC16A_O15027_S391	0.00311024317970161	0.00233920680258488	0.00160154183038783	0.00362480289502944	0.00364981104438395	0.0014923723278294	-0.0124934719236206	-0.00275216297915768	-0.00446690603533379	0.0345985763137299
SEC16A_O15027_S1178	0.0219440870619406	0.00722928206407433	-0.00703612707851747	-0.0189725771649954	0.0195914372888124	0.0368097686606942	0.0163177773255564	-0.00590935481359857	0.0055300480310462	0.0274064642077825
PLXNB2_O15031_S1244	-0.0130876430734787	0.00302474244932314	0.0032107759929063	-0.00229882861634333	0.00418722636475349	0.00198856266159917	-0.00464803497781785	-0.0026607901182647	-0.00227706987604755	-0.0208737382147419
PLXNB2_O15031_S1570	0.00459679042468688	-0.0183001248255454	-0.0092200880634979	0.0249895065894317	0.00837891021926281	-0.000713849059960466	0.0076876436874604	0.0023810887155934	0.00215698178516303	-0.0212053656407637
U2SURP_O15042_S67	-0.0063378657763824	0.0168149778537401	0.0149147672855473	0.0115305608494006	0.00574508876393601	0.00294311555961505	-0.00873403165812017	-0.00370982048151593	-0.0133650849790527	0.00312147361361552
U2SURP_O15042_S238	-0.0100571952248628	-0.00370836918720895	0.00723853940015196	0.00948481851995326	-0.00154045579632366	-0.010917384489934	0.0120547052592651	0.00368000854558535	0.0135996459084234	0.0138103766941056
SYNM_O15061_S1044	-0.0112741793892553	-0.00211376285701557	-8.68651482919603e-05	-0.00998409863986285	0.0101378140441794	-0.00866477126204235	-0.00783517243699547	-0.00979308697918925	-0.00152978686797691	-0.0142668685239673
SYNM_O15061_S1049	-0.0101296526076512	0.00186384474744858	0.00943309630710123	0.000104151627106654	0.00459776945154825	0.000933651620795551	-0.00573961665338736	-0.0015091402135023	-0.00352286502270278	-0.00358296961977706
ARHGEF11_O15085_S1155	0.00976481710174312	0.00877020204816766	-0.0213956123479674	0.0118876873578725	-0.00651084973413664	-0.0124836675294401	-0.0043287871828229	-0.0113238535854338	0.0017171826279317	-0.0107047527116357
ARHGEF11_O15085_S35	0.000352985776162809	-0.000180575758705088	0.004111763573548	0.00553295073508575	-0.00943088631618797	0.000899488468827272	0.011170384843032	0.00159216790545735	-0.018562454759088	-0.00692616263848767
ARHGEF11_O15085_S1458	0.00517282028296307	0.000818216322824077	-0.00517880814524194	-0.000142083195433739	0.00105982956474951	-0.0193486006476748	0.0115626643050459	0.00276604309391988	0.00661960550581156	0.0135477946122849
ARHGEF11_O15085_S1295	-0.0101043382978448	-0.0025387206982039	-0.0101971114464316	0.00260722984238664	0.011738261301589	-0.00772169233739872	0.0136733769256734	-0.00774252730434381	-0.0015859050604929	-0.00421249518991744
SCAMP1_O15126_S112	-0.00488055166581409	0.0153370899530597	0.00425958049347374	0.00437281945626644	-0.00474125702199129	0.00434843644607079	-0.00345247995193009	-0.00863879909636826	-0.00591150943374568	0.00680979338615971
SCAMP2_O15127_S319	-0.0150100311006124	-0.0037010061066382	0.00417027325275132	-0.00550107683266137	0.00642557501823542	-0.00643534231020071	-0.0128009682169666	-0.00970724883585692	-0.00925722993626568	-0.00371706066908126
SCAMP2_O15127_S320	-0.0112296627494812	-0.00469969837542734	0.0155042415173921	0.00166817779483075	-0.00407440462468074	-0.00649353323480964	-0.00607084099356069	-0.0107611938688907	-0.00653426722189919	-0.0140047983688643
ARPC3_O15145_S174	-0.000826116081377787	0.00606214506984498	-0.00923605847950898	-0.0121105470460251	-0.00251032266442603	-0.00119437977114923	0.00225826051182047	-0.00413611191243688	-0.01123627728388	0.0103342854114569
TRIM24_O15164_S654	-0.00603105335636424	-0.0112774202250903	0.0309254699953297	-0.00588797649482457	0.0206387600235462	0.00492235774835904	0.0118117149793273	0.00872286776403519	-0.000407804637275507	0.0168380920779814
TRIM24_O15164_S744	-0.0102542233488325	0.0025001399220557	0.00931934696673553	0.00196701071991361	0.0099433367710221	0.00357668833598076	0.00952275887134711	-0.00534565750676254	-0.00284226166178335	-0.0178611942503872
TRIM24_O15164_S685	-0.0170711024567309	0.0147827200898918	0.0243623522946042	0.00640192310620735	0.0145624829666007	0.0032214782055041	0.00893636885090483	0.000869211160062131	-0.00260159194873226	-0.00398303413429481
TRIM24_O15164_S660	-0.00944406797380885	0.00200629350384377	-0.000463476083702048	0.00400690132615491	-0.0151030149815145	-0.0125446527317624	0.0134367870295155	-0.0169067248480502	-0.00743483856442275	0.00652423679617361
TRIM24_O15164_S667	-0.00681597416518909	-0.00017352120790983	0.00081555632947618	-0.00729564295069053	0.00117475504233522	0.0104036667952266	0.00690184916539556	-0.00679757754841255	-0.00255513276192333	-0.0140144837615165
PGRMC2_O15173_S104	-0.0579403850522922	-0.00923250659267764	0.0176739793960904	0.0206459443516158	-0.0213117514340473	0.000751906710585304	0.00979593288127804	-0.0112905359255532	-0.00092899879251891	0.0140283555912251
PGRMC2_O15173_S90	-0.00571943157781214	-0.00243534001528294	0.00174764241348028	-0.000488990620733898	-0.00846175682525095	-0.00603124463970504	0.00890344851191048	-0.0042315788945429	0.00401355766496563	-0.020765853335221
RGL2_O15211_S761	0.00122831418220181	0.00320948958984839	-0.00742807426910203	0.00122910353423562	-0.0128277402395965	0.00090648106111117	0.0086828385539494	0.00815816086085179	0.00755065641105314	-0.00989545187880241
ZNF185_O15231_S446	-0.00433157104968983	0.0017251124666319	0.00281756830922808	0.00311726066984895	-0.0109776099596173	-0.0126180179566529	0.00372553125202719	0.0104008068223573	8.90477202525266e-05	-0.00665506748319256
ZNF185_O15231_S453	-0.0101418746129517	-0.00225784266579109	0.00419913571242414	-0.00914714280131023	0.0121762407951413	0.00469224491986931	-0.00739918739851986	0.0100796687789541	-0.00372230634367929	0.0139204113696567
ZNF185_O15231_S519	0.00836179991292913	0.000129906045196128	0.00703564590254042	-0.000736195410513376	-0.00207213058362241	0.00628824991451397	-0.00771930616305755	-0.000855071531522253	0.00351551983843677	-0.027450283150684
