Gene	Protein.names	Glucose	Glucose1	Glucose2	Glucose3	Glucose4	NoGlucose	NoGlucose1	NoGlucose2	NoGlucose3	NoGlucose4
SMAP	Small acidic protein	14.4807994443961	14.5598361742485	14.9988587253668	14.7932223238992	15.1546548154464	15.336817710275	15.3052723742081	15.4707464918815	15.3597434194011	15.4777379663686
RAB27B	Ras-related protein Rab-27B	16.2554482208939	16.1991532962722	16.3484474813494	16.1171783356223	16.1278102193619	16.2383017487476	16.1431372570617	16.1374864856362	16.3417003816064	16.1613121514649
AP3B1	AP-3 complex subunit beta-1	18.1874684770019	18.1556928066399	18.1088542783117	18.1249411924208	18.1422921587616	18.0447801207954	17.949698857782	18.0152883860475	18.0162651792617	18.0746002876619
RHOD	Rho-related GTP-binding protein RhoD	14.5979231621199	14.5248069595127	14.7485979670501	14.6024209899718	14.5288920433064	14.6238883826596	14.7555025336092	14.3671907200968	14.5481285288123	14.6668408570358
LGALS8	Galectin-8	13.9672219668839	14.0245396919017	14.1807056822749	13.932553810653	14.0659128685455	14.0600248529803	14.1887188430125	14.0331090792943	14.1351212444004	14.1848092124223
NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	17.1244319321298	17.2530096639845	17.609722638623	17.4263605944898	16.952411103473	17.1748611347695	17.0811279517912	16.9752860861976	17.0692970240755	17.1955418669781
TNFRSF10A	Tumor necrosis factor receptor superfamily member 10A	15.2521469585485	15.2907961321316	15.4807815255979	15.2873849005857	15.2637387983327	15.1357413860306	15.1357413860306	14.9088710707733	15.2297190628897	15.2959260320493
NFKBIE	NF-kappa-B inhibitor epsilon	14.304565324558	14.3600827392744	14.1164300539156	14.1521922267597	14.166566314342	13.8433932281659	13.8360038174729	13.8145657855389	13.9097718234219	13.8290931864505
PSMD11	26S proteasome non-ATPase regulatory subunit 11	17.2812439300256	17.2544797349798	17.0781880127495	17.1083586709761	17.1379210558729	17.0844400496124	16.9507905900312	17.0558169159391	17.0519967433978	17.0629982844201
PSMD12	26S proteasome non-ATPase regulatory subunit 12	17.5683416634998	17.5488896052278	17.4554276154808	17.4843868543613	17.5048950188431	17.4283876205845	17.3754631911509	17.4272314922569	17.4030430097581	17.4286780724812
PSMD9	26S proteasome non-ATPase regulatory subunit 9	16.6056701839653	16.5507511573393	16.4652831315216	16.5509438041011	16.632912299773	16.2116627052157	16.1117304745181	16.2536523408603	16.1665726740902	16.2106507361357
ATOX1	Copper transport protein ATOX1	12.1816364754502	12.2825383605096	12.335248220188	12.1534099879138	12.2580634650446	11.6383064972654	11.1439821994961	11.3898795695044	11.5950320367725	11.5301798405889
MEN1	Menin	16.4644335722566	16.2700315062115	16.3603672699881	16.3688659058974	16.4372747163175	16.6542936551175	16.6115503932761	16.6904561303238	16.6136065486931	16.5497005004934
CBX4	E3 SUMO-protein ligase CBX4	13.9416804870561	14.3353292107128	13.800182359638	13.7541468997823	13.8134383571297	14.2460359849605	14.6313810527527	14.6719118105738	14.3097286473581	14.4031899649295
PGRMC1	Membrane-associated progesterone receptor component 1	17.7531975349051	17.8476897608978	17.9699166514075	17.8310974930679	17.7512285825273	18.0105827652396	18.0373139603281	17.9272978719658	17.983731886779	17.9682344753031
SUPT5H	Transcription elongation factor SPT5	17.6264729399798	17.5834870945286	17.57298933298	17.6629007698135	17.7345215978246	17.7899876374434	17.7246165754679	17.8782452864907	17.8148153798005	17.7333784900415
TAF4	Transcription initiation factor TFIID subunit 4	16.3536628197951	16.3031236526337	16.3668451972378	16.4949506600084	16.3662315334555	16.4783653883691	16.5934987526713	16.5479086371949	16.4924268370106	16.4609312811491
DFFA	DNA fragmentation factor subunit alpha	16.2800969037299	16.1904087168669	16.3553549472575	16.2881261848132	16.38102512916	16.3227889713257	16.2979677837666	16.4107410472645	16.2707926494138	16.3163258792259
HIP1	Huntingtin-interacting protein 1	16.5372223609374	16.4697118110255	16.5507511573393	16.3916997308002	16.4860566508281	16.822242599412	16.8100151666808	16.7992509411316	16.8675132590478	16.7385328180331
CLIC1	Chloride intracellular channel protein 1	18.036182494867	17.8988485701722	17.9440864315275	18.0031817352784	18.0602074955246	17.7210086909657	17.637855576553	17.6459944689128	17.727790097793	17.7969132682887
EIF3F	Eukaryotic translation initiation factor 3 subunit F	16.9669415969592	17.0619762174657	16.8606789996227	16.9929095902633	16.9246136982806	16.8452751810412	16.8122855605803	16.7627666011242	16.8019418612021	16.913443907318
WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	16.6105049463739	16.5070019868656	16.6342346820417	16.6056701839653	16.5157913548691	16.387935938632	16.3610426700463	16.2667658297428	16.3163258792259	16.3182743215448
PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	16.1613121514649	16.2150674653515	16.3417003816064	16.1774111250407	16.1623380344833	16.3310314963907	16.5428567040564	16.5087774707767	16.28304994701	16.3561314620413
MATN2	Matrilin-2	15.9212330212372	16.4144612629661	15.8889186362577	15.8677990919826	15.8916272659108	15.9297504755088	16.5895987674004	16.1746565458473	15.8489741184221	15.862516045823
QSOX1	Sulfhydryl oxidase 1	18.3869485256943	18.3950286196263	18.5156403361381	18.4451999865414	18.3315707667207	18.1195517815663	18.0969633801597	18.0857849368845	18.2128374146826	18.1874684770019
SLC33A1	Acetyl-coenzyme A transporter 1	12.7390088756956	12.5847914107759	12.6249038573182	12.9597911175887	12.8356572475929	12.5943885763459	12.5891349296931	12.744389949534	12.57366685504	12.5110616633411
WASL	Neural Wiskott-Aldrich syndrome protein	16.4956273341006	16.0636200012407	16.2226327307026	16.3149828381769	16.2979677837666	15.9828677691503	16.0800052987447	16.0681989399914	16.0097531733437	15.9925078144367
IPO5	Importin-5	18.9073267637977	18.8061114978208	18.7709293719959	18.8751395711841	18.8701860713734	18.6051115252598	18.4862899805442	18.5717539402071	18.6026343125707	18.5909580422994
POLRMT	DNA-directed RNA polymerase, mitochondrial	17.4476116896755	17.384010956963	17.644250593153	17.4449738970828	17.4590594758821	17.69928079751	17.7454016112538	17.6331183932076	17.7088127301247	17.6816304024461
EEF2K	Eukaryotic elongation factor 2 kinase	13.0972403139485	12.7177980876429	12.855167156688	12.928966598866	12.9232862640228	12.4177916586579	12.1919551947929	12.6314295930063	12.4057842215145	12.2254274938061
CCRL2	C-C chemokine receptor-like 2	15.2749353344521	15.3461337696685	15.6251048165811	15.4516249186589	15.4302469218431	15.4396311861082	15.5902768482509	15.7485310409728	15.4090203043317	15.4782940300425
SAP18	Histone deacetylase complex subunit SAP18	16.3553549472575	16.0552958583759	16.065185381018	16.3068948638653	16.371853626718	16.664563704411	16.5769083877855	16.5824002601152	16.7164424829697	16.5736271140351
IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	17.5488896052278	17.1231232764828	17.2902333497395	17.4188454044361	17.4976379584448	17.377672090546	17.3094303698519	17.4565317639674	17.4280971686878	17.2573589311744
DNM1L	Dynamin-1-like protein	18.0202736829787	17.9089367751788	17.8213402614948	17.9514968716573	17.99628486871	17.6380171904262	17.5390783999617	17.7305551874369	17.644250593153	17.6750374586049
RTCA	RNA 3-terminal phosphate cyclase	14.2519032322909	14.2051230325518	13.802266579667	14.268224903254	14.294590017963	13.7599549100035	13.5430660527697	13.888308791625	13.7890773789328	13.8298444156793
PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	16.1830786777876	16.0532895282599	16.2528879805942	16.2298530759569	16.1700024594019	16.2421930124946	16.2895755143974	16.2866554307977	16.2630105014866	16.3357929592626
PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	15.973575989145	15.7513967605747	15.6406231975895	15.816967909184	15.8416170214362	15.5445573302016	15.4020421228944	15.7839584818684	15.502393764585	15.6087680334682
GOLIM4	Golgi integral membrane protein 4	16.2730294496438	16.3746128883615	16.6268200114181	16.4609312811491	16.5338806357985	16.8655312713367	16.740837099328	16.6556042905575	16.7920188607132	16.8785307771865
AGRN	Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment	19.386621447745	19.386621447745	19.409990203759	19.4001513745377	19.4437125459744	19.1335913976425	19.1761457004713	19.3105801754378	19.1422012900305	19.124354266277
PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	16.3417003816064	16.4450368585677	16.5610007775986	16.4546536006895	16.3649493987124	16.9903646774276	16.940188253215	16.8066121212435	16.9975726002163	16.9233324715054
EXOC5	Exocyst complex component 5	17.7178800725322	17.5118502758255	17.5430024559734	17.5606896257405	17.5834870945286	17.4128350852762	17.5530418398408	17.5606896257405	17.5011587349096	17.480210231565
BTN3A3	Butyrophilin subfamily 3 member A3	16.1000859383754	16.2167879924941	16.2294765018531	16.0423966216558	16.1546287743152	16.4901452025648	16.5009120554221	16.4148725262614	16.4477259383296	16.4356662411532
BTN3A1	Butyrophilin subfamily 3 member A1	14.7777510454277	14.7782947096654	15.0325102000019	14.7980088910869	14.8950663001891	15.0683686659062	15.0375933339705	14.8984956383327	14.9630347245558	15.0471926552158
NDUFA4	Cytochrome c oxidase subunit NDUFA4	17.2361618794074	17.4794646701908	17.3149915433075	17.2722962293367	17.1393793332227	16.8025034440248	16.7385328180331	16.7365260839104	16.8259322265254	16.7764166486356
ZNF593	Zinc finger protein 593	15.4558264717738	15.3607743332028	15.2096176404768	15.2706185504285	15.3038854585584	15.1838567543738	15.488108823008	15.3994634507328	14.9902216992737	14.9003829870881
BIN1	Myc box-dependent-interacting protein 1	15.5540804019902	15.4081399166713	15.2143191645516	15.322987551992	15.302607815167	15.0901790097256	14.8700865290656	14.9203369025966	15.0259005313754	14.9489792452249
KPNA3	Importin subunit alpha-4	15.7775121927043	15.871878840066	15.8903232573005	15.8963965108076	16.0470952557312	15.6706510573586	15.7903935849981	15.5417837451405	15.5748151710347	15.6470367006938
STK25	Serine/threonine-protein kinase 25	14.6057181239725	14.6816790584372	14.5241762273477	14.7904393725295	14.6213227402022	14.491234165233	14.4069503515084	14.5434347845552	14.5852794878447	14.6219736608652
FAAH	Fatty-acid amide hydrolase 1	13.3276638046384	13.4643322350454	13.3626159148936	13.2450147080868	13.3899836600628	13.3449291439698	13.357422846456	13.4149578371925	13.4047157000525	13.3822042724892
KRIT1	Krev interaction trapped protein 1	14.6788489097033	14.6324069043546	14.6118912875149	14.4691556006288	14.5974458980809	14.8933325046801	14.7389370972187	14.8386222949387	14.8691347226066	14.7866620893583
VWA5A	von Willebrand factor A domain-containing protein 5A	13.1179401148817	13.7664957264481	13.5074158655481	13.6791263425398	13.285059252474	13.3192675845542	13.6461129368494	12.928966598866	13.2266820805711	13.5057999516969
