Gene	Protein.names	Glucose	Glucose1	Glucose2	Glucose3	Glucose4	NoGlucose	NoGlucose1	NoGlucose2	NoGlucose3	NoGlucose4
ARID1A	AT-rich interactive domain-containing protein 1A	14.8410031464314	14.8990450112507	14.83837030493	14.5992880220769	14.6215210022058	15.1539522033835	15.1447747897594	15.1627200641752	15.0722772418457	14.8702556460973
ARID1A	AT-rich interactive domain-containing protein 1A	14.5825517818012	14.7906953815166	14.6483153645518	14.2444896540343	14.8284429788287	14.2732842433029	14.4388548408944	14.2864800643632	15.071412861283	14.1209988127593
ARID1A	AT-rich interactive domain-containing protein 1A	14.6207529108365	16.527541661576	14.5883081234288	14.645365136456	14.2109713456118	14.7423333712476	16.1496202883153	14.5861638180632	14.6663607577622	14.8714594822651
CIT	Citron Rho-interacting kinase	13.2115462908459	13.9778399304857	12.8281217331254	12.5608288001285	13.0939198741569	13.1640319083555	14.4999275287242	13.9957121832286	13.3585951290707	13.0409505402963
CIT	Citron Rho-interacting kinase	10.7236006026702	10.5928897208238	10.6170004982425	10.12055358577	10.103646216558	11.342190120819	10.8681611215055	11.2718672601746	11.0913696096169	10.9318796977348
KMT2D	Histone-lysine N-methyltransferase 2D	14.5228384141796	13.6552201751595	14.3631852306796	14.1978634310115	14.0021509194926	14.4755360966699	14.3339422913588	14.4674268475127	14.1812401444911	14.2143326777351
KMT2D	Histone-lysine N-methyltransferase 2D	11.2276205710864	11.5231271847103	11.4490613582694	11.4861691145177	11.512717522611	11.1429324838525	10.7298274668596	11.3987757452339	11.278358913189	10.8557228173223
BACH1	Transcription regulator protein BACH1	14.6867539036523	14.2359703755528	14.4909594510726	14.4617772966704	14.5369545243897	14.3763241558731	14.1294589349646	14.5540713468816	14.2793192134372	14.2305695125309
PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	15.3704032825017	15.2897622581216	15.1168028671408	15.3053839266603	15.2691887441014	14.7236466025273	14.6694020202652	14.5364955334248	14.9420687718355	14.9041811121578
PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	14.4664605793772	14.4935615898998	14.7914914330471	14.7055808288864	14.5486316708496	14.2770431804828	14.2022995157756	14.2668686535115	14.2782115599921	14.2939320779602
XPO1	Exportin-1	13.3461639983443	13.8235329590107	13.4144304386925	13.4662353094759	13.2365482042563	13.0500103530253	12.8119999243508	13.1405258568257	13.0201175832998	13.110237091027
U2SURP	U2 snRNP-associated SURP motif-containing protein	12.7400590013322	11.8041847630341	12.4483312533446	12.5373410805886	12.7939188248304	12.5793997937596	12.4642235394555	12.7665729407128	12.6459343963694	12.5109038693266
U2SURP	U2 snRNP-associated SURP motif-containing protein	13.3499451648115	13.2384491545925	13.1020040019762	13.3439250642709	13.0558753359255	13.3700379086446	13.2115462908459	13.3632021902589	13.0787205527577	13.2149428887923
ARPC3	Actin-related protein 2/3 complex subunit 3	12.5966741198165	12.4118928772613	12.3756594983281	12.3998921874319	12.5448843785948	12.2553321046473	11.8661542842886	12.0812005897557	12.2294790954329	12.29565422671
RRP8	Ribosomal RNA-processing protein 8	13.1110438283132	13.1953329658405	13.1400385443765	13.3221223296214	13.3142594381852	13.1808948818903	13.2342926016422	13.0737867466692	13.1929272469208	13.2475684877747
RRP8	Ribosomal RNA-processing protein 8	14.5557568589964	14.5234346711762	14.38976054326	14.4862394944452	14.5784692777458	14.7687147067748	14.7779704342383	14.6395623715328	14.7200361133437	14.5559675904467
RRP8	Ribosomal RNA-processing protein 8	13.9265421236386	13.8686781753893	13.8361454503686	14.0420306434099	14.0886132864236	14.2281505155876	14.1713473234226	14.0064507868324	14.1058639440275	14.0571974376739
PHF1	PHD finger protein 1	13.2065164518109	13.908335970256	13.4129632991614	13.4262883600695	13.3591887458783	13.5927785784559	13.6884543836418	13.2718642268543	13.539636718975	13.246659772188
DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	16.3638074032472	16.2130829270335	16.2987497157296	16.221170111885	16.1952391125414	16.2826008437483	16.1867378693918	16.0529168858435	16.1746740902365	16.265305585395
MAP3K7	Mitogen-activated protein kinase kinase kinase 7	15.250110698617	15.1874624149927	15.0380139969815	15.1254963485263	15.1551071214524	14.9545774318028	14.7331026039276	14.8511992104657	15.0097226816245	14.9191617536641
EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	12.2440499587006	12.0529119921761	12.4136213231092	12.808712721999	12.8057852978797	12.1421905863031	12.0758189642992	11.7335733676793	12.417677437166	12.6721443467038
TGOLN2	Trans-Golgi network integral membrane protein 2	11.5095501759813	10.164575727149	11.7175896400457	11.3871448452035	10.9687064237213	12.3457548890878	11.8642713406823	10.233179597178	12.1808699158324	11.8128451532802
AKAP8	A-kinase anchor protein 8	13.8597040771225	14.1875238650476	14.020366266436	14.1227810292038	14.10021516486	14.240913083974	14.2150802949831	14.5154474094002	14.2236756667713	14.416951944014
DHX16	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	13.2994634882738	13.0687627919155	13.0896834499449	13.532649396345	13.2352277491933	13.3189279694027	13.3011424383724	13.4504728264229	13.0633788466943	13.4161887506963
KDM1A	Lysine-specific histone demethylase 1A	14.5506951747389	14.7413558088698	14.7249061783501	14.6361922145721	14.736517962591	14.8871796239584	14.9289675580149	14.849718465667	14.8125513911442	14.781236089617
KDM1A	Lysine-specific histone demethylase 1A	15.1321138425553	15.29474316092	15.3448052926667	15.2740407429343	15.3252815463755	15.3634816665608	15.5056152321539	15.5668683909388	15.5355851009226	15.3252815463755
KDM1A	Lysine-specific histone demethylase 1A	12.6594062780513	12.5166079176299	12.5875035776378	12.3802035699507	12.4965240475768	12.4095384984115	12.792844289541	14.0913947986227	12.6685238620077	12.7788300980885
BRINP1	BMP/retinoic acid-inducible neural-specific protein 1	14.5892768252237	14.4982781121637	14.5525400708213	14.5163551058855	14.6663607577622	14.6572186570088	14.422646038384	14.5892768252237	14.5989119627981	14.5784692777458
MAFK	Transcription factor MafK	14.4026130861787	14.4822264311259	14.3114964085497	14.2466632220666	14.43845149124	14.4684908921753	14.6647472506013	14.9326298994749	14.6647472506013	14.4814323242574
CTNND1	Catenin delta-1	14.1739777293096	13.8431276859579	13.9178079925535	13.8947225116652	13.6223796286489	13.4300633434001	13.5076958919322	13.7370027487719	13.6348184968935	13.6758168283276
CTNND1	Catenin delta-1	14.3538178179199	14.4575452984133	14.4358839479315	14.2305695125309	14.2349432347402	15.1117967946881	14.9570441815362	15.0106179652221	14.9670479004754	14.7642051914996
CTNND1	Catenin delta-1	16.3901351544846	16.3596018084689	16.5752347813252	16.2964784614268	16.3348107121713	16.3638074032472	16.5657331618297	16.3454781353592	16.5230417937783	16.6107956676381
CTNND1	Catenin delta-1	13.8810878084585	13.7949285501041	13.7989599086724	13.9932903374389	13.8890955054519	13.6717134718976	13.7403888756038	13.7541416746942	13.9154764973283	13.7311705515221
CTNND1	Catenin delta-1	15.2814489092229	15.3859831801101	15.2222771662037	14.8951315794019	15.0404590089025	15.033044490067	15.2842600841409	15.0519523352291	15.3704032825017	15.1474566826717
CTNND1	Catenin delta-1	12.4734996633278	12.663595654941	12.2655426596701	12.0828857078301	12.5293485861478	12.5266532208929	12.4483312533446	12.2630717883481	12.7545226767528	12.5529299717945
CTNND1	Catenin delta-1	13.9424904724141	13.6953311544976	13.7601071006012	13.6110650805343	13.826292469279	14.1695492199074	13.9419648040446	14.0829715267653	13.9597025832555	14.1250106860104
CTNND1	Catenin delta-1	13.2695076500361	13.4937477381373	13.6203341239757	13.3536108494269	13.3959956681912	13.3591887458783	13.7116359773327	13.5568528259457	13.580082563652	13.5241898025445
CTNND1	Catenin delta-1	12.25980676095	12.3594288560269	12.3322471264899	12.0542898141107	12.3033970847544	11.7043082269665	11.8181245805861	12.026729682563	12.5312271766123	12.2669792943773
DPM1	Dolichol-phosphate mannosyltransferase subunit 1	14.5833946180204	14.1997599082208	14.4377823289597	14.5007258744322	14.5118274172948	14.5775343811984	14.6431703977191	14.5557568589964	14.570299046174	14.6239648511829
TOM1	Target of Myb protein 1	15.4683983918588	15.6072415651959	15.6377648972667	15.4559401440778	15.4616301634343	15.3136470375123	15.0996073531655	15.3081886087478	15.2124168863967	15.2271878209806
TOM1	Target of Myb protein 1	14.3872140270923	14.2082999504942	14.2847561106132	14.0227011547749	13.8978192672907	13.9879971778371	13.669777153029	13.6835743868492	13.5076958919322	13.4178333350763
DKC1	H/ACA ribonucleoprotein complex subunit 4	13.4294668889352	13.3478635011371	13.5371900468629	13.2961712925834	13.3564025236093	13.490415484044	13.2763560226108	13.2513863571957	13.124794080635	13.0962213948704
EIF5B	Eukaryotic translation initiation factor 5B	12.8766958430319	13.0102878823643	13.0531772692498	12.7830918079384	12.8217592499622	12.4355357693602	12.7048589038421	12.7652892673413	12.9519595644123	12.7738207142644
EIF5B	Eukaryotic translation initiation factor 5B	13.6980490498459	14.2698958452188	13.5901784920413	13.5519903377923	13.7771142926833	13.5690052283292	13.9006846402138	13.5128975202615	13.4630836957819	13.5421029217093
EIF5B	Eukaryotic translation initiation factor 5B	12.417677437166	15.211429562022	12.1619372153466	12.260601397496	12.0124023059493	12.1326858722712	14.5322802105956	12.2355978965026	12.1208017226498	12.0219263404693
NOS1AP	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein	14.1556362841259	13.8001530574715	14.0317805901719	13.8835931503428	14.0327014900988	13.9419648040446	13.7412027445337	13.7504300001793	13.6844518472334	13.8620307417304
OBSL1	Obscurin-like protein 1	15.3923255700296	15.2873271931719	15.4781844277266	15.4934055242896	15.4723168202323	15.621655562754	15.6058537174853	15.6522302630869	15.6673208562681	15.7525298444581
NCOR1	Nuclear receptor corepressor 1	14.5435182921221	14.6588784643621	14.5377636329129	14.38976054326	14.4451651548976	14.5779826734535	14.5685848331575	14.729703810983	14.5833946180204	14.590694237591
PRPF40A	Pre-mRNA-processing factor 40 homolog A	14.0571974376739	12.8860999310012	13.6392391200027	13.4995504642276	13.6642451665399	13.4839325920452	13.0867859734359	13.4308683844924	13.5052016139855	13.0696306722946
SRSF10	Serine/arginine-rich splicing factor 10	13.0633788466943	12.5249525304981	13.1878195345163	12.5207779541553	12.2498012867442	13.2413865766974	12.830901067291	12.9297059618632	12.8705641567255	12.6726163734462
SRSF10	Serine/arginine-rich splicing factor 10	15.6818258402412	15.3094277928405	15.4369547672103	15.7291966095348	15.5135830731855	15.7444864336151	15.7444864336151	15.7144280611239	15.712366649449	15.574136059102
SRSF10	Serine/arginine-rich splicing factor 10	12.6325624070848	12.3141829326279	12.3791362990092	13.1187471202907	12.6619471419994	12.6721443467038	12.4412092011062	12.7814181788467	12.8281217331254	13.0209126885971
SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	16.7705747038876	16.7024485075081	16.8060341494292	16.7229638933821	16.8530064838582	17.1886813669112	16.8939411066304	16.81200406374	16.9764732463314	16.8653172819983
OFD1	Oral-facial-digital syndrome 1 protein	13.0013634694353	12.7079792889346	13.0114340752008	12.8460833995619	12.9895682754707	13.1079073940493	13.0818570525125	12.9715466252615	13.0455258933014	12.9920729035248
PIAS1	E3 SUMO-protein ligase PIAS1	11.8973822315645	12.0418031922108	11.6664393530176	11.6639476407253	11.8661542842886	12.0094914250828	12.033366595648	12.3096444241146	12.260601397496	12.1827120462071
MPDZ	Multiple PDZ domain protein	10.535358603671	10.7508589451956	10.3215575388891	10.4211597203125	10.1863738576483	10.0033224279763	8.80635328991148	9.99751320090448	9.8038085402799	10.1722716034047
MTA2	Metastasis-associated protein MTA2	15.518683251128	15.5320566837158	15.4035579899193	15.3030869592998	15.490968762446	15.7250774705609	15.6408996817317	15.7468096666881	15.6171868710631	15.6098627779407
STK10	Serine/threonine-protein kinase 10	17.1832483928401	17.0091982515595	17.0325479297184	17.0091982515595	17.0518538291229	16.9640763254262	16.8530064838582	16.9764732463314	16.9439603866129	16.9388566533836
TOX4	TOX high mobility group box family member 4	12.1373496172805	12.5090735142034	12.5249525304981	12.468720263701	12.5977346104101	12.5903954385727	12.7345687396168	12.4301015712413	12.6051580558973	12.5888007634042
KIAA0754	Uncharacterized protein KIAA0754	14.5007258744322	14.8019015137815	14.5486316708496	14.4413582949175	14.2999306084121	14.6623503716802	14.8564731762401	14.6499369546992	14.806989604874	14.7262089149017
UFL1	E3 UFM1-protein ligase 1	13.8049619811658	13.3831780629298	13.7399871825208	13.5633400171835	13.5277330593128	13.1092920518112	13.3529367634746	12.6063576489123	13.3466683517967	13.1589258650505
UBXN7	UBX domain-containing protein 7	12.0638763613839	11.9738946386611	12.2510532614763	11.8299011404682	11.6664393530176	12.510495629731	11.9582832649159	12.9037700098637	11.6597626693063	11.7658771959092
TRIM37	E3 ubiquitin-protein ligase TRIM37	14.5239620459641	14.6161326421862	14.6249831415876	14.6869670024004	14.5637107396974	14.2793192134372	14.0298095230003	14.3034993628135	14.2517243150912	14.2594153126513
UBR5	E3 ubiquitin-protein ligase UBR5	14.6540870165933	13.982344833399	14.3257443309149	14.5482012364646	14.2091765063937	14.3964971008605	14.2768114312565	14.5089734116274	14.2732842433029	14.4765402121202
KIF4A	Chromosome-associated kinesin KIF4A;Chromosome-associated kinesin KIF4B	13.6250884334088	13.8863071757648	13.7243629407507	13.5662257812244	13.5293965718873	13.6083646388065	13.7701431116403	13.8781905359165	13.656531938262	13.653017064773
KAT7	Histone acetyltransferase KAT7	13.5719841168057	13.8307753865611	13.6875063998852	13.6270371493192	13.4929822001956	13.7340479366127	13.8414334746431	13.808632145348	13.6683127945593	13.8490222268552
CD2BP2	CD2 antigen cytoplasmic tail-binding protein 2	13.0139890887934	13.9936912905662	12.355752536977	12.4305450216512	12.4905758282712	12.8068364685543	14.5452773133086	13.7725407085609	12.7171093546818	12.6507287675731
SVIL	Supervillin	14.0431647818475	13.8374664687815	13.8515947147534	13.7870146152598	13.6292147144223	14.3290539447498	14.5089734116274	14.9428134106884	14.3137014545867	14.177581697685
SVIL	Supervillin	15.0113620893303	15.0674310033712	14.8628314967113	14.901548032703	14.8179572836347	14.6970294407742	14.8044396464468	14.6832076455708	14.9026754455925	14.9181142094538
SVIL	Supervillin	13.5448248426892	13.9047136493313	13.7497049436787	13.6181797466633	13.7570265959677	13.2275837768275	13.4652225502058	13.1705550250066	13.9424904724141	13.8222839195607
SVIL	Supervillin	11.3106645123679	11.403206519119	11.3621119281471	11.5014376385518	11.1015472029874	11.5803698629161	11.2165020216243	11.5567410903988	10.9207252840968	11.5579697473759
SVIL	Supervillin	14.4909594510726	14.6865408049042	14.6369506940316	14.6468020930697	14.5892768252237	15.1936264546005	15.0548889746598	15.1539522033835	15.3094277928405	15.4091567326524
SVIL	Supervillin	12.313307617205	11.3106645123679	12.1514719301438	12.1359067028464	12.240955719499	11.8253295561144	11.9017427256737	11.5338982392561	11.7486230916445	11.8711375316442
SVIL	Supervillin	16.4403724415284	16.4464160050771	16.4830950392541	16.527541661576	16.527541661576	16.3939723461171	16.409335852023	16.3488465991044	16.4489515670474	16.4403724415284
SVIL	Supervillin	15.0303011863831	15.2783959039993	15.1210822581788	14.9753600089867	15.0504148656901	15.2691887441014	15.1587140800767	15.2222771662037	15.4050826462016	15.2186075072778
SVIL	Supervillin	15.9578859053073	15.8174794848514	15.8954413105246	15.8722038440142	15.9568433010891	15.7039559165248	15.6558871910889	15.5341199638044	15.9300110059814	15.7638648093335
HERC2	E3 ubiquitin-protein ligase HERC2	14.4779561897575	14.7302973342941	14.6998446492708	14.6998446492708	14.6717232791865	14.8951315794019	14.7249061783501	14.8506091135548	14.8327149913088	14.7914914330471
WIZ	Protein Wiz	14.0371928950038	14.1216730859737	14.2750099794587	14.2272720433786	14.2974989539085	13.9032721616971	14.1283526392679	14.1935001501043	14.1523583051723	14.038510210701
BAG2	BAG family molecular chaperone regulator 2	13.9826912949683	14.1500888279553	14.3171132820499	14.3775706430799	14.2444896540343	14.054006931415	14.141505240576	14.1554122676837	14.0986244888022	14.1875238650476
BAG2	BAG family molecular chaperone regulator 2	13.2611265061359	12.9397679932607	13.7448318888469	13.3267728851812	13.3610154012715	14.0265623476603	14.0520186725762	13.0347252420455	13.585221611095	13.89917798673
BAG3	BAG family molecular chaperone regulator 3	14.8340427083144	14.6446840997602	14.6151354760598	14.5775343811984	14.4783287448606	14.0897398962225	13.957816473022	14.1447489081354	14.178087297736	14.1346780559925
AIFM1	Apoptosis-inducing factor 1, mitochondrial	13.585221611095	13.536069691961	13.7099712514079	13.1124952929494	13.3738871792568	13.802484661222	13.549272959229	13.6203341239757	13.7562443496782	13.5760500396804
LATS1	Serine/threonine-protein kinase LATS1	11.8923371063726	11.8032226489663	11.9738946386611	12.0207889389265	11.9334078951176	11.6377079830939	11.8032226489663	11.5617763463454	11.4932764365993	11.4460447793174
PAK4	Serine/threonine-protein kinase PAK 4	10.9921717130379	11.1864158735165	10.9157902375776	10.8316653054594	10.9451592009895	10.2524174981103	10.645931799221	10.6860706532788	10.9875178715482	10.691784655046
PAK4	Serine/threonine-protein kinase PAK 4	14.4415328462838	13.3755039927896	13.9493349411031	13.9783253574994	13.9530219298051	13.5375629858673	13.5993036347526	13.5712561820928	14.1488559762432	13.8668782658224
PAK4	Serine/threonine-protein kinase PAK 4	13.89917798673	13.5770862690754	13.6378200739179	13.754376178303	13.8801406762897	14.0604478187447	14.0675500163265	13.7481068137122	13.9810437785852	14.0029670261873
PAK4	Serine/threonine-protein kinase PAK 4	10.8297350172135	10.9077640982544	10.6720869902353	10.5474173459321	10.5671422380479	10.5474173459321	10.4777007364129	10.7236006026702	10.6170004982425	10.5928897208238
PAK4	Serine/threonine-protein kinase PAK 4	10.1991504301152	10.3873513660609	9.96821117045287	8.61506964356992	9.8038085402799	10.1398439673693	10.1398439673693	9.90496173473656	9.82464873561715	8.82335049063714
EGFR	Epidermal growth factor receptor	13.6963233362225	13.5288885995862	14.0042708071954	13.5820726628	13.4512350321511	13.0702688461492	13.0305987450503	13.0679574460589	12.9889713479626	13.120008930756
EGFR	Epidermal growth factor receptor	12.3310794519591	12.3791362990092	12.2027370868279	12.1911404952751	12.5150605496572	12.2396818604915	11.9831747078863	12.2738295810338	11.9598130941286	11.7308976978234
EGFR	Epidermal growth factor receptor	13.957816473022	13.9793624865638	14.4598736949104	14.1885300854919	14.1480735214246	14.1616439209967	13.9105709432021	13.8113785937954	14.1453604230597	14.0194311491917
EGFR	Epidermal growth factor receptor	13.6572359563784	14.0697825795779	13.8620307417304	13.6392391200027	13.4464060065228	13.669777153029	13.7146058448255	13.7363809321609	13.4886259864836	13.4853514925551
LMNA	Prelamin-A/C;Lamin-A/C	13.7997357576151	13.9710855504913	13.8999806443751	13.9249660703304	13.6805773559607	13.6705004095837	13.656531938262	13.4954722851027	13.6744507624236	13.6378200739179
LMNA	Prelamin-A/C;Lamin-A/C	15.2836463236659	15.2595970887727	15.4072953049267	15.3664832053104	15.4005997780578	15.3574138008227	15.142036852921	15.1658317920627	15.3081886087478	15.2521738816901
LMNA	Prelamin-A/C;Lamin-A/C	13.6921861294811	13.9169958624321	13.7422029279358	13.8361454503686	13.8283595677437	13.8177322842029	13.6579869146899	13.8298547130776	13.8307753865611	13.8070923752445
LMNA	Prelamin-A/C;Lamin-A/C	13.8610462704079	13.675145528569	13.9530219298051	13.7488576372634	13.5996474343178	14.3858343041992	14.485605984524	14.2367685216891	14.2454616352292	14.2091765063937
LMNA	Prelamin-A/C;Lamin-A/C	14.1165818856215	14.3506156791942	13.9597025832555	13.8001530574715	13.9389981789952	14.4501791787877	14.8357543172684	14.5200641530538	14.3277989974257	14.251417032193
LMNA	Prelamin-A/C;Lamin-A/C	11.4227506789101	11.1526889250568	11.435791069073	11.5456286723137	11.342190120819	11.5305080454629	11.6203608408907	11.764997252919	11.6615903296797	11.5567410903988
LMNA	Prelamin-A/C;Lamin-A/C	15.5135830731855	14.6369506940316	15.511502828055	15.2825404089983	15.1587140800767	15.2260304883036	15.1745859121055	15.0031825900754	15.2076721540675	15.035561587222
LMNA	Prelamin-A/C;Lamin-A/C	16.8275730002155	16.8196326102385	16.8479197589168	16.7705747038876	16.7123524552957	16.8196326102385	16.7363339127337	16.6948729026533	16.7024485075081	16.8607280147707
LMNA	Prelamin-A/C;Lamin-A/C	16.3140210645534	16.3980636139924	16.221170111885	16.5404492607747	16.2998352399198	16.425154232845	16.3255178324558	16.3527845442825	16.9388566533836	16.4895225298188
LMNA	Prelamin-A/C;Lamin-A/C	14.6369506940316	14.3444527900479	14.5136004913671	14.4946335041086	14.4501791787877	14.2720052955283	14.1944502064607	14.0332423347533	14.4415328462838	14.38976054326
LMNA	Prelamin-A/C;Lamin-A/C	15.4506225995759	15.2310133034464	15.6487348830185	15.4120407693753	15.4658595148682	15.1830740568823	14.9344279542697	14.94926777068	15.1508894082582	15.29474316092
LMNA	Prelamin-A/C;Lamin-A/C	15.7548594154354	15.5501340281174	15.9489228297978	15.8835004847427	15.7068042675991	15.7492729792579	15.511502828055	15.4900904019399	15.7660856934873	15.7767842386836
LMNA	Prelamin-A/C;Lamin-A/C	16.178995195442	16.1813916505686	16.4434725132795	16.1413767972713	16.1867378693918	16.2528551835159	16.1030671821436	16.236862472872	16.3325274233868	16.2328184813711
LMNA	Prelamin-A/C;Lamin-A/C	16.9034775072688	16.7642844605306	17.1298487146299	16.9081012579457	16.9563330204599	16.948889073879	16.7642844605306	16.8745468645391	17.1090350364343	17.0091982515595
LMNA	Prelamin-A/C;Lamin-A/C	13.6331458635252	13.8556578317816	13.7694274858286	13.7669405798035	13.641589542161	13.8526095536477	13.7263835866044	13.9325176088317	13.8723455095791	13.7671655400096
LMNA	Prelamin-A/C;Lamin-A/C	9.99751320090448	10.6860706532788	9.58257050337612	9.77014918527173	8.50185321233202	9.73548049807857	8.85865617435193	10.0603412739149	9.74887189084986	8.71833596460464
ALDOA	Fructose-bisphosphate aldolase A	15.877566880227	15.3649844509241	15.8174794848514	15.4613255384446	15.527191042322	15.1964726836933	14.9336986453394	14.885351830989	15.0661734167409	14.9887336054975
HSPB1	Heat shock protein beta-1	10.938423485592	10.8036256873404	10.8011862834195	10.4359853296661	10.3940008702788	8.50185321233202	8.17914246239366	8.47569296479709	8.84180778313418	8.79760664199278
HSPB1	Heat shock protein beta-1	13.6856538926085	14.0571974376739	13.8680758911824	13.7987745375775	13.8911129929032	13.3356950794052	13.3425623139554	13.2379460622894	13.8254166655386	13.4355795756811
ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1;Sodium/potassium-transporting ATPase subunit alpha-3	10.343648605008	9.8038085402799	9.89631989001684	9.92665144368692	10.2166217837566	9.82464873561715	8.84180778313418	10.0820537768977	9.86943280260596	9.99751320090448
ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1;Sodium/potassium-transporting ATPase subunit alpha-3;Sodium/potassium-transporting ATPase subunit alpha-2;Potassium-transporting ATPase alpha chain 1	13.3425623139554	13.0580665342712	13.2513863571957	13.3572037106728	13.258524770001	13.4355795756811	13.305392169179	13.1075188604977	13.2374429699864	13.425098179695
ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1;Sodium/potassium-transporting ATPase subunit alpha-3;Sodium/potassium-transporting ATPase subunit alpha-2;Potassium-transporting ATPase alpha chain 1	14.9645817537997	15.0245956313018	15.3244848812405	14.9433126375934	15.0221214716597	15.3219949652672	15.2407483541403	15.183745582165	15.1149120984204	15.1768191392667
JUN	Transcription factor AP-1;Transcription factor jun-D	14.9050003282235	14.7886328038699	14.6431703977191	14.5685848331575	14.7076072978566	14.6128277858767	14.6221807303503	14.6694020202652	14.638937126853	14.6333249202543
FYN	Tyrosine-protein kinase Fyn	15.4341863662388	16.4981328023392	15.3174497910635	15.1238730231894	15.3270028998132	15.1141602309645	16.4623828416731	14.7779704342383	14.9545774318028	15.1043244818604
